INDICE,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
385,385,2023-01-01 03:06:56,2889,2387,531.23,11216,0,0,0
386,386,2023-01-01 03:07:18,36,1653,89.15,11238,0,0,0
387,387,2023-01-01 03:07:53,1198,7119,166.1,11273,0,0,0
388,388,2023-01-01 03:08:30,4626,3566,535.61,11310,0,0,0
389,389,2023-01-01 03:08:42,3688,2,506.38,11322,0,0,0
390,390,2023-01-01 03:08:52,3105,8114,100.46,11332,0,0,0
391,391,2023-01-01 03:09:12,540,396,549.28,11352,0,0,0
392,392,2023-01-01 03:09:30,3206,2551,618.17,11370,0,0,0
393,393,2023-01-01 03:09:32,2383,6188,619.31,11372,0,0,0
394,394,2023-01-01 03:09:59,3543,9957,687.68,11399,0,0,0
395,395,2023-01-01 03:10:05,930,9541,81.6,11405,0,0,0
396,396,2023-01-01 03:10:16,2620,4241,159.98,11416,0,0,0
397,397,2023-01-01 03:10:31,1739,3820,541.87,11431,0,0,0
398,398,2023-01-01 03:11:07,2153,92,765.09,11467,0,0,0
399,399,2023-01-01 03:11:50,3231,647,183.67,11510,0,0,0
400,400,2023-01-01 03:11:51,3114,8840,432.62,11511,0,0,0
401,401,2023-01-01 03:12:11,77,5525,868.32,11531,0,0,0
402,402,2023-01-01 03:12:29,3805,9055,1139.4,11549,0,1,1
403,403,2023-01-01 03:12:52,1097,8608,508.9,11572,0,0,0
404,404,2023-01-01 03:13:43,1802,5461,581.04,11623,0,0,0
405,405,2023-01-01 03:13:49,4783,3536,400.72,11629,0,0,0
406,406,2023-01-01 03:14:45,3540,4883,1031.43,11685,0,1,1
407,407,2023-01-01 03:14:47,3197,9424,944.13,11687,0,0,0
408,408,2023-01-01 03:15:24,2762,8104,709.91,11724,0,0,0
409,409,2023-01-01 03:15:51,4463,6152,418.7,11751,0,0,0
410,410,2023-01-01 03:15:55,2932,5188,846.63,11755,0,0,0
411,411,2023-01-01 03:15:55,3010,9496,247.55,11755,0,0,0
412,412,2023-01-01 03:15:56,4525,135,366.19,11756,0,0,0
413,413,2023-01-01 03:15:58,4582,2363,1209.39,11758,0,1,1
414,414,2023-01-01 03:16:25,555,5424,13.33,11785,0,0,0
415,415,2023-01-01 03:16:49,2911,618,44.51,11809,0,0,0
416,416,2023-01-01 03:16:51,4504,7866,1083.71,11811,0,1,1
417,417,2023-01-01 03:17:10,2988,7621,367.98,11830,0,0,0
418,418,2023-01-01 03:17:17,1559,2530,218.69,11837,0,0,0
419,419,2023-01-01 03:17:23,3796,8433,879.71,11843,0,0,0
420,420,2023-01-01 03:17:26,4455,7810,1357.49,11846,0,1,1
421,421,2023-01-01 03:17:29,2217,1180,169.22,11849,0,0,0
422,422,2023-01-01 03:17:55,2808,8275,837.95,11875,0,0,0
423,423,2023-01-01 03:18:23,4049,6013,233.24,11903,0,0,0
424,424,2023-01-01 03:18:24,3297,5113,25.63,11904,0,0,0
425,425,2023-01-01 03:18:32,684,6352,462.53,11912,0,0,0
426,426,2023-01-01 03:18:33,3685,8176,175.3,11913,0,0,0
427,427,2023-01-01 03:18:42,4008,1706,788.1,11922,0,0,0
428,428,2023-01-01 03:19:10,3431,7622,844.24,11950,0,0,0
429,429,2023-01-01 03:19:27,2573,2833,255.71,11967,0,0,0
430,430,2023-01-01 03:19:33,4539,4718,803.95,11973,0,0,0
431,431,2023-01-01 03:20:38,3922,5232,428.06,12038,0,0,0
432,432,2023-01-01 03:20:48,4010,1106,294.83,12048,0,0,0
433,433,2023-01-01 03:21:26,3102,2682,3.31,12086,0,0,0
434,434,2023-01-01 03:21:47,2234,1216,963.39,12107,0,0,0
435,435,2023-01-01 03:21:54,249,8423,309.82,12114,0,0,0
436,436,2023-01-01 03:22:25,4307,7013,732.89,12145,0,0,0
437,437,2023-01-01 03:22:53,81,8204,822.76,12173,0,0,0
438,438,2023-01-01 03:22:54,1627,8473,40.74,12174,0,0,0
439,439,2023-01-01 03:23:09,776,6660,560.17,12189,0,0,0
440,440,2023-01-01 03:23:22,4540,4458,60.85,12202,0,0,0
441,441,2023-01-01 03:23:59,4254,854,44.91,12239,0,0,0
442,442,2023-01-01 03:24:46,3898,7569,564.18,12286,0,0,0
443,443,2023-01-01 03:25:21,1523,3502,497.92,12321,0,0,0
444,444,2023-01-01 03:25:24,461,5653,498.75,12324,0,0,0
445,445,2023-01-01 03:25:56,3826,3244,490.44,12356,0,0,0
446,446,2023-01-01 03:26:02,4736,370,426.16,12362,0,0,0
447,447,2023-01-01 03:26:08,3288,7064,380.27,12368,0,0,0
448,448,2023-01-01 03:26:15,4523,1357,458.66,12375,0,0,0
449,449,2023-01-01 03:27:21,3353,4407,2.41,12441,0,0,0
450,450,2023-01-01 03:27:23,4155,7494,99.72,12443,0,0,0
451,451,2023-01-01 03:27:35,2248,4166,355.08,12455,0,0,0
452,452,2023-01-01 03:28:47,1687,4186,412.11,12527,0,0,0
453,453,2023-01-01 03:29:30,3522,4475,565.03,12570,0,0,0
454,454,2023-01-01 03:29:33,2667,929,800.33,12573,0,0,0
455,455,2023-01-01 03:29:54,1902,239,179.25,12594,0,0,0
456,456,2023-01-01 03:30:06,4919,457,11.31,12606,0,0,0
457,457,2023-01-01 03:30:28,2382,5053,145.07,12628,0,0,0
458,458,2023-01-01 03:30:38,1885,9706,152.55,12638,0,0,0
459,459,2023-01-01 03:30:42,889,3157,79.6,12642,0,0,0
460,460,2023-01-01 03:30:45,1203,3243,460.98,12645,0,0,0
461,461,2023-01-01 03:31:16,3280,498,287.99,12676,0,0,0
462,462,2023-01-01 03:31:33,1410,4701,856.4,12693,0,0,0
463,463,2023-01-01 03:31:34,2149,4524,26.52,12694,0,0,0
464,464,2023-01-01 03:32:01,3767,8928,75.54,12721,0,0,0
465,465,2023-01-01 03:32:39,2685,3619,311.15,12759,0,0,0
466,466,2023-01-01 03:32:41,4800,1831,71.02,12761,0,0,0
467,467,2023-01-01 03:33:00,4797,892,428.91,12780,0,0,0
468,468,2023-01-01 03:33:26,2445,7263,527.29,12806,0,0,0
469,469,2023-01-01 03:33:48,2939,7495,342.19,12828,0,0,0
470,470,2023-01-01 03:34:09,2161,7108,274.07,12849,0,0,0
471,471,2023-01-01 03:34:33,2117,3034,1396.43,12873,0,1,1
472,472,2023-01-01 03:35:06,1213,4884,463.21,12906,0,0,0
473,473,2023-01-01 03:35:19,721,6792,162.45,12919,0,0,0
474,474,2023-01-01 03:35:21,2608,7040,381.48,12921,0,0,0
475,475,2023-01-01 03:35:50,3274,3642,830.64,12950,0,0,0
476,476,2023-01-01 03:35:52,2333,342,211.13,12952,0,0,0
477,477,2023-01-01 03:35:53,4333,5341,1507.86,12953,0,1,1
478,478,2023-01-01 03:36:02,2507,1476,654.18,12962,0,0,0
479,479,2023-01-01 03:36:15,3514,1476,702.31,12975,0,0,0
480,480,2023-01-01 03:37:07,3314,1356,778.4,13027,0,0,0
481,481,2023-01-01 03:37:17,1829,7589,355.45,13037,0,0,0
482,482,2023-01-01 03:37:24,4962,7619,553.13,13044,0,0,0
483,483,2023-01-01 03:37:28,2205,5209,462.12,13048,0,0,0
484,484,2023-01-01 03:37:28,4436,4514,144.47,13048,0,0,0
485,485,2023-01-01 03:37:49,261,1660,1154.68,13069,0,1,1
486,486,2023-01-01 03:38:04,786,6957,149.43,13084,0,0,0
487,487,2023-01-01 03:38:31,1826,2191,1600.74,13111,0,1,1
488,488,2023-01-01 03:38:31,2365,2301,816.73,13111,0,0,0
489,489,2023-01-01 03:39:01,842,943,60.51,13141,0,0,0
490,490,2023-01-01 03:40:11,1129,8675,406.25,13211,0,0,0
491,491,2023-01-01 03:40:23,354,3112,224.78,13223,0,0,0
492,492,2023-01-01 03:40:40,4478,3097,614.67,13240,0,0,0
493,493,2023-01-01 03:40:41,3312,9219,404.68,13241,0,0,0
494,494,2023-01-01 03:40:57,4501,2125,76.06,13257,0,0,0
495,495,2023-01-01 03:41:00,67,7145,1248.74,13260,0,1,1
496,496,2023-01-01 03:41:12,891,7340,830.56,13272,0,0,0
497,497,2023-01-01 03:41:25,3490,7427,128.03,13285,0,0,0
498,498,2023-01-01 03:41:32,454,6393,207.62,13292,0,0,0
499,499,2023-01-01 03:42:06,98,5970,8.01,13326,0,0,0
500,500,2023-01-01 03:42:16,2722,4792,782.67,13336,0,0,0
501,501,2023-01-01 03:42:17,3895,4795,624.47,13337,0,0,0
502,502,2023-01-01 03:43:11,2110,2989,534.88,13391,0,0,0
503,503,2023-01-01 03:43:56,1719,5716,40.87,13436,0,0,0
504,504,2023-01-01 03:44:10,2676,4380,578.53,13450,0,0,0
505,505,2023-01-01 03:44:15,1614,3075,1552.61,13455,0,1,1
506,506,2023-01-01 03:44:19,111,8681,630.7,13459,0,0,0
507,507,2023-01-01 03:45:34,2820,8822,504.44,13534,0,0,0
508,508,2023-01-01 03:45:38,3698,6436,1042.0,13538,0,1,1
509,509,2023-01-01 03:45:55,1638,5571,302.91,13555,0,0,0
510,510,2023-01-01 03:46:06,3413,5051,528.95,13566,0,0,0
511,511,2023-01-01 03:46:08,3206,2009,959.79,13568,0,0,0
512,512,2023-01-01 03:46:08,3500,8977,24.51,13568,0,0,0
513,513,2023-01-01 03:46:22,3551,8367,127.03,13582,0,0,0
514,514,2023-01-01 03:46:29,380,2482,704.76,13589,0,0,0
515,515,2023-01-01 03:46:41,3776,7847,260.84,13601,0,0,0
516,516,2023-01-01 03:46:41,1953,6868,1173.62,13601,0,1,1
517,517,2023-01-01 03:46:51,3643,4506,694.72,13611,0,0,0
518,518,2023-01-01 03:47:15,4638,856,36.93,13635,0,0,0
519,519,2023-01-01 03:47:36,4967,7197,46.7,13656,0,0,0
520,520,2023-01-01 03:47:41,3369,9038,493.65,13661,0,0,0
521,521,2023-01-01 03:48:03,1722,5092,1160.82,13683,0,1,1
522,522,2023-01-01 03:48:16,4422,3800,573.78,13696,0,0,0
523,523,2023-01-01 03:48:20,2972,1920,927.66,13700,0,0,0
524,524,2023-01-01 03:48:21,4882,3266,437.15,13701,0,0,0
525,525,2023-01-01 03:48:46,3814,24,160.52,13726,0,0,0
526,526,2023-01-01 03:49:08,2030,5206,615.0,13748,0,0,0
527,527,2023-01-01 03:49:12,3931,4743,95.68,13752,0,0,0
528,528,2023-01-01 03:49:27,423,5710,128.47,13767,0,0,0
529,529,2023-01-01 03:49:41,2690,4500,315.45,13781,0,0,0
530,530,2023-01-01 03:49:42,4090,394,26.62,13782,0,0,0
531,531,2023-01-01 03:49:46,1473,1882,1093.06,13786,0,1,1
532,532,2023-01-01 03:50:28,532,4088,46.64,13828,0,0,0
533,533,2023-01-01 03:50:36,4497,1993,62.26,13836,0,0,0
534,534,2023-01-01 03:50:49,4555,8945,150.92,13849,0,0,0
535,535,2023-01-01 03:51:15,3998,1814,248.05,13875,0,0,0
536,536,2023-01-01 03:51:19,4554,2550,562.43,13879,0,0,0
537,537,2023-01-01 03:51:38,4961,6658,559.58,13898,0,0,0
538,538,2023-01-01 03:51:40,204,7633,996.46,13900,0,0,0
539,539,2023-01-01 03:51:45,2726,464,102.98,13905,0,0,0
540,540,2023-01-01 03:51:53,2044,946,537.43,13913,0,0,0
541,541,2023-01-01 03:52:19,3214,48,585.46,13939,0,0,0
542,542,2023-01-01 03:52:19,4114,693,469.96,13939,0,0,0
543,543,2023-01-01 03:52:38,2581,5625,1063.94,13958,0,1,1
544,544,2023-01-01 03:52:41,3994,1249,433.7,13961,0,0,0
545,545,2023-01-01 03:52:49,1396,1147,37.46,13969,0,0,0
546,546,2023-01-01 03:52:51,1894,7266,187.05,13971,0,0,0
547,547,2023-01-01 03:52:57,2772,6444,1186.17,13977,0,1,1
548,548,2023-01-01 03:53:02,635,8954,16.06,13982,0,0,0
549,549,2023-01-01 03:53:28,1449,1790,385.33,14008,0,0,0
550,550,2023-01-01 03:53:47,2337,8609,20.79,14027,0,0,0
551,551,2023-01-01 03:54:56,3249,2900,584.71,14096,0,0,0
552,552,2023-01-01 03:54:58,979,7545,427.66,14098,0,0,0
553,553,2023-01-01 03:55:12,1885,275,261.96,14112,0,0,0
554,554,2023-01-01 03:55:40,3020,5540,242.67,14140,0,0,0
555,555,2023-01-01 03:56:16,3479,2800,50.22,14176,0,0,0
556,556,2023-01-01 03:56:21,200,49,804.21,14181,0,0,0
557,557,2023-01-01 03:56:36,356,8061,342.51,14196,0,0,0
558,558,2023-01-01 03:57:12,2406,4850,107.18,14232,0,0,0
559,559,2023-01-01 03:57:31,4669,712,709.96,14251,0,0,0
560,560,2023-01-01 03:57:45,873,2005,38.61,14265,0,0,0
561,561,2023-01-01 03:58:00,1484,2187,163.29,14280,0,0,0
562,562,2023-01-01 03:58:06,1988,2686,203.89,14286,0,0,0
563,563,2023-01-01 03:58:06,284,4994,360.65,14286,0,0,0
564,564,2023-01-01 03:58:09,3685,2593,103.97,14289,0,0,0
565,565,2023-01-01 03:58:50,4405,3859,552.14,14330,0,0,0
566,566,2023-01-01 03:59:09,395,5902,451.52,14349,0,0,0
567,567,2023-01-01 03:59:13,4046,9161,159.82,14353,0,0,0
568,568,2023-01-01 03:59:18,3360,6171,229.9,14358,0,0,0
569,569,2023-01-01 03:59:19,161,7462,746.59,14359,0,0,0
570,570,2023-01-01 03:59:23,3980,2804,301.09,14363,0,0,0
571,571,2023-01-01 03:59:34,792,7574,1196.08,14374,0,1,1
572,572,2023-01-01 04:00:12,38,9867,85.09,14412,0,0,0
573,573,2023-01-01 04:00:38,3974,1789,808.31,14438,0,0,0
574,574,2023-01-01 04:00:48,3185,7493,111.31,14448,0,0,0
575,575,2023-01-01 04:00:50,495,4360,392.99,14450,0,0,0
576,576,2023-01-01 04:00:52,2404,932,250.5,14452,0,0,0
577,577,2023-01-01 04:00:55,440,625,107.78,14455,0,0,0
578,578,2023-01-01 04:00:56,3106,8,655.25,14456,0,0,0
579,579,2023-01-01 04:00:58,4187,1997,812.96,14458,0,0,0
580,580,2023-01-01 04:01:00,870,4971,980.3,14460,0,0,0
581,581,2023-01-01 04:01:30,2917,323,454.09,14490,0,0,0
582,582,2023-01-01 04:01:41,4081,4602,350.12,14501,0,0,0
583,583,2023-01-01 04:01:52,345,6866,1124.07,14512,0,1,1
584,584,2023-01-01 04:02:05,4768,2803,1020.01,14525,0,1,1
585,585,2023-01-01 04:02:06,3392,9706,1015.31,14526,0,1,1
586,586,2023-01-01 04:02:14,3880,2470,1010.54,14534,0,1,1
587,587,2023-01-01 04:03:15,3465,2395,873.47,14595,0,0,0
588,588,2023-01-01 04:03:18,1746,3144,901.01,14598,0,0,0
589,589,2023-01-01 04:04:05,3380,1751,487.19,14645,0,0,0
590,590,2023-01-01 04:04:06,1686,3625,175.74,14646,0,0,0
591,591,2023-01-01 04:04:29,818,6056,260.75,14669,0,0,0
592,592,2023-01-01 04:04:52,1874,8618,104.75,14692,0,0,0
593,593,2023-01-01 04:04:59,2931,9129,133.28,14699,0,0,0
594,594,2023-01-01 04:05:10,1503,8546,298.32,14710,0,0,0
595,595,2023-01-01 04:05:19,803,2075,696.27,14719,0,0,0
596,596,2023-01-01 04:05:26,3875,4501,516.52,14726,0,0,0
597,597,2023-01-01 04:06:08,35,6612,615.31,14768,0,0,0
598,598,2023-01-01 04:06:21,4800,6221,96.86,14781,0,0,0
599,599,2023-01-01 04:06:24,2818,6115,452.7,14784,0,0,0
600,600,2023-01-01 04:06:37,2425,4525,1653.37,14797,0,1,1
601,601,2023-01-01 04:07:01,3029,2861,274.34,14821,0,0,0
602,602,2023-01-01 04:07:19,769,123,322.41,14839,0,0,0
603,603,2023-01-01 04:07:33,2991,8576,295.43,14853,0,0,0
604,604,2023-01-01 04:07:39,2916,7114,419.79,14859,0,0,0
605,605,2023-01-01 04:07:47,3249,9430,429.59,14867,0,0,0
606,606,2023-01-01 04:07:58,795,7838,295.99,14878,0,0,0
607,607,2023-01-01 04:08:36,382,5313,36.93,14916,0,0,0
608,608,2023-01-01 04:08:44,1068,6964,928.95,14924,0,0,0
609,609,2023-01-01 04:08:53,2148,1571,17.42,14933,0,0,0
610,610,2023-01-01 04:08:57,3653,9280,798.0,14937,0,0,0
611,611,2023-01-01 04:09:28,1859,7183,593.11,14968,0,0,0
612,612,2023-01-01 04:09:45,4404,8126,795.15,14985,0,0,0
613,613,2023-01-01 04:09:51,1906,3954,576.22,14991,0,0,0
614,614,2023-01-01 04:10:00,3866,4267,606.01,15000,0,0,0
615,615,2023-01-01 04:10:09,3010,8318,749.22,15009,0,0,0
616,616,2023-01-01 04:10:15,874,2365,249.89,15015,0,0,0
617,617,2023-01-01 04:10:20,471,4299,40.29,15020,0,0,0
618,618,2023-01-01 04:10:24,2390,6824,442.58,15024,0,0,0
619,619,2023-01-01 04:10:27,632,443,248.47,15027,0,0,0
620,620,2023-01-01 04:10:29,4816,7252,714.14,15029,0,0,0
621,621,2023-01-01 04:10:58,131,6025,451.59,15058,0,0,0
622,622,2023-01-01 04:11:09,1419,8298,518.09,15069,0,0,0
623,623,2023-01-01 04:11:12,4465,2899,335.07,15072,0,0,0
624,624,2023-01-01 04:11:17,4521,6080,263.65,15077,0,0,0
625,625,2023-01-01 04:11:30,247,7080,30.02,15090,0,0,0
626,626,2023-01-01 04:11:34,1427,9603,147.08,15094,0,0,0
627,627,2023-01-01 04:12:35,3998,5587,1929.08,15155,0,1,1
628,628,2023-01-01 04:12:59,2573,2114,371.33,15179,0,0,0
629,629,2023-01-01 04:13:27,4920,5305,369.83,15207,0,0,0
630,630,2023-01-01 04:13:33,888,6556,470.31,15213,0,0,0
631,631,2023-01-01 04:14:00,3744,2773,72.56,15240,0,0,0
632,632,2023-01-01 04:14:23,1199,9820,248.21,15263,0,0,0
633,633,2023-01-01 04:15:22,4994,7924,1053.05,15322,0,1,1
634,634,2023-01-01 04:15:24,2514,1357,248.37,15324,0,0,0
635,635,2023-01-01 04:15:49,3931,9632,1170.23,15349,0,1,1
636,636,2023-01-01 04:16:11,1410,8192,11.71,15371,0,0,0
637,637,2023-01-01 04:16:15,4781,5328,444.78,15375,0,0,0
638,638,2023-01-01 04:16:18,4767,1140,200.74,15378,0,0,0
639,639,2023-01-01 04:16:18,818,7481,925.78,15378,0,0,0
640,640,2023-01-01 04:16:27,3739,9186,524.75,15387,0,0,0
641,641,2023-01-01 04:16:39,1052,6244,1138.93,15399,0,1,1
642,642,2023-01-01 04:17:03,418,2448,1105.73,15423,0,1,1
643,643,2023-01-01 04:17:10,3451,8177,1128.12,15430,0,1,1
644,644,2023-01-01 04:17:19,476,7048,415.3,15439,0,0,0
645,645,2023-01-01 04:17:33,3208,7469,1108.18,15453,0,1,1
646,646,2023-01-01 04:18:10,3818,6501,614.73,15490,0,0,0
647,647,2023-01-01 04:18:25,3936,1949,196.76,15505,0,0,0
648,648,2023-01-01 04:18:34,356,4667,1225.97,15514,0,1,1
