Rank,Club,Country,YOB,Gender
623,Run4Fun Ultra#Marcin S...  ,POL ,1969,M
624,Atletica Manara  ,ITA ,1964,M
625,Warszawa  ,POL ,1972,M
626,Ca2S  ,FRA ,1981,M
627,Riga  ,LAT ,1989,M
628,LA Pep  ,FRA ,1976,M
629,the North Face- Petzl ...  ,CHI ,1984,F
630,Zurich  ,GBR ,1987,F
631,Larnaud  ,FRA ,1980,M
632,Hisings Karra  ,SWE ,1976,M
633,Bailleul  ,FRA ,1971,M
634,Team Escapade  ,FRA ,1968,M
635,CA Vetroz  ,SUI ,1971,M
636,Team Pasturo ASD  ,ITA ,1980,M
637,Peetri Alevik  ,EST ,1974,M
638,Marseille  ,POR ,1976,M
639,Vertical Sport Romania  ,ROU ,1989,F
640,Vertical Sport Romania  ,ROU ,1983,M
641,Spirit of Josette/Cour...  ,FRA ,1975,M
642,Morges  ,SUI ,1985,M
643,Samora Correia  ,POR ,1978,M
644,Dolfijn Triathlon  ,NED ,1976,M
645,Tri Amigos  ,POL ,1974,M
646,ASC BNP Paribas Paris  ,FRA ,1980,M
647,Colmar Trail Aventures  ,FRA ,1978,M
648,Horgen  ,GBR ,1975,M
649,Fundacja Przybył Z Pom...  ,POL ,1989,M
650,Mönchengladbach  ,GER ,1971,M
651,Vevey  ,CAN ,1982,F
652,Karlsfeld  ,CAN ,1976,M
653,Siksorogo  ,INA ,1989,M
654,Racing Club Nantais  ,FRA ,1971,M
655,Saint Hilaire Sur Erre  ,FRA ,1974,M
656,Longuenesse Nature Ave...  ,FRA ,1981,M
657,Skive Trailrunners  ,DEN ,1974,M
658,Celje  ,SLO ,1968,M
659,Independiente  ,ESP ,1984,M
660,La Bresse  ,FRA ,1981,M
661,Marvejols Atlethisme G...  ,FRA ,1966,M
662,Personal Running  ,ESP ,1976,M
663,Garmin  ,FRA ,1977,M
664,Angers  ,FRA ,1969,M
665,Clube Montanha do Funchal  ,POR ,1983,M
666,Ergus Trail Team  ,ITA ,1992,F
667,Lesigny  ,FRA ,1982,M
668,Barcelona  ,ESP ,1975,M
669,Paris  ,FRA ,1985,M
670,D Run  ,BRA ,1971,M
671,Trilkinson  ,SVK ,1977,M
672,Aiglon/Tlt972/Club Man...  ,FRA ,1974,M
673,L'Etang Salé Les Bains  ,FRA ,1986,M
674,Vergezac  ,FRA ,1986,M
675,London  ,GBR ,1986,M
676,Speedy Club de Provence  ,FRA ,1959,M
677,Team Globetrailers  ,FRA ,1981,M
678,Campulung Moldovenesc  ,ROU ,1978,M
679,Clator 3.7  ,CZE ,1979,M
680,Monte Penarubia Runniing  ,ESP ,1970,M
681,les Rouilles Team Trail  ,ITA ,1986,M
682,Move Studio  ,POL ,1979,M
683,Jolsport  ,AUT ,1978,F
684,Team Trail 17  ,FRA ,1976,M
685,CAP Conde  ,FRA ,1980,M
686,Club Atletisme Arta  ,ESP ,1978,M
687,Saint Amand Montrond  ,FRA ,1986,M
688,Reykjavik  ,ISL ,1973,M
689,Bronzamis  ,FRA ,1977,M
690,Sea Point  ,FRA ,1977,M
691,Club Atletismo Alcoy  ,ESP ,1977,M
692,Trazacaminos  ,ESP ,1968,M
693,Estarreja  ,POR ,1970,M
694,Baden  ,SUI ,1966,M
695,Riga  ,LAT ,1974,M
696,les Montardon D’Achille  ,FRA ,1965,M
697,Avis Ivrea  ,ITA ,1973,M
698,Endurance 72  ,FRA ,1969,M
699,Sofia  ,BUL ,1984,M
700,New York Athletic Club  ,USA ,1976,M
701,Guichen  ,FRA ,1978,M
702,KB Biała Biega  ,POL ,1977,M
703,Le Vaud  ,SUI ,1969,M
704,Athle Provence Clubs Salo  ,FRA ,1976,M
705,La Plaine Saint Paul  ,FRA ,1979,M
706,Marcq  ,FRA ,1973,M
707,Cork  ,FRA ,1994,M
708,Team Addaday  ,GER ,1971,M
709,Endurance 72  ,FRA ,1965,M
710,Trailrunningvalsessera  ,ITA ,1970,M
711,SA Milana - Alaro  ,ESP ,1970,F
712,LA Foulee Muroise  ,FRA ,1975,M
713,Club de Montana Anyera...  ,ESP ,1973,M
714,Madrid  ,ESP ,1977,M
715,Team Athome Trail  ,FRA ,1976,M
716,Bucharest  ,ROU ,1984,M
717,Oman  ,OMA ,1989,M
718,Limitless  ,POR ,1985,M
719,Fcha  ,BEL ,1969,M
720,Team Trail Jura  ,FRA ,1976,M
721,Valleiry  ,FRA ,1987,M
722,Braine-Le-Comte  ,BEL ,1966,M
723,Chezery Forens  ,FRA ,1987,M
724,Miège  ,SUI ,1971,M
725,Geneve  ,ITA ,1975,M
726,Athle Loisirs Pizancon  ,FRA ,1987,M
727,Arona  ,ITA ,1979,M
728,Club Ultra Trail Huelva  ,ESP ,1973,M
729,Matrat Training  ,FRA ,1985,M
730,Paris  ,FRA ,1983,M
731,Barbatana Trail Team  ,POR ,1968,M
732,Quéven  ,FRA ,1974,M
733,Staubli Sports  ,FRA ,1990,M
734,Châtillon Sur Cluses  ,FRA ,1969,M
735,Brasov  ,ROU ,1990,M
736,Skipton  ,GBR ,1969,M
737,Vertikal  ,CHI ,1975,M
738,Altadena  ,USA ,1972,M
739,Running Conseil 77  ,FRA ,1963,M
740,Poznań  ,POL ,1990,M
741,North Andover  ,USA ,1987,M
742,Heyrieux  ,FRA ,1973,M
743,La Chapelle Sur Erdre  ,FRA ,1974,M
744,OCS - Arrabida Trail Team  ,POR ,1990,F
745,Buff  ,MEX ,1974,M
746,Acva / Vafa  ,FRA ,1963,M
747,Easc  ,FRA ,1962,M
748,Chapareillan  ,FRA ,1972,M
749,Cesson-Sevigne  ,FRA ,1978,M
750,Deville Les Rouen  ,FRA ,1975,M
751,Ermont  ,FRA ,1985,M
752,Brescia  ,ITA ,1975,M
753,Frankfurt/Main  ,FRA ,1973,M
754,Club26Allan  ,FRA ,1972,M
755,Team Profeet  ,GBR ,1966,M
756,Acchiappailgatto  ,ITA ,1981,M
757,Saint Denis  ,FRA ,1971,M
758,Esportiu Cerdanya Piri...  ,ESP ,1982,M
759,Montmain  ,FRA ,1971,M
760,AS Saint Sylvain D Anjour  ,FRA ,1982,M
761,Athleform42  ,FRA ,1968,F
762,Lacow.ORG  ,FRA ,1976,M
763,AS AIX les Bains  ,FRA ,1971,M
764,Altkonig Racing Team  ,GER ,1975,M
765,Eysines  ,FRA ,1967,M
766,Trilux  ,POR ,1978,M
767,Warszawa  ,POL ,1961,M
768,Associacio Mitja Marat...  ,ESP ,1967,M
769,Sobhi Sport Vannes  ,FRA ,1997,M
770,Opole  ,POL ,1968,M
771,Tourrettes Esprit Trail  ,FRA ,1978,M
772,Union Sportive Chatele...  ,FRA ,1968,M
773,Team Coins Secrets  ,FRA ,1965,M
774,Frederiksberg  ,DEN ,1973,M
775,Free Run Cuiseaux  ,FRA ,1982,M
776,Grup de Correr Emperador  ,ESP ,1979,M
777,Bandol  ,FRA ,1975,M
778,Saint-Etienne  ,FRA ,1972,M
779,Zillisheim  ,FRA ,1984,M
780,Flying Boosty  ,GER ,1964,M
781,Alixan  ,FRA ,1978,M
782,Etten-Leur  ,GER ,1971,M
783,Gressy  ,FRA ,1983,M
784,Le Relecq-Kerhuon  ,FRA ,1981,M
785,Amicale Sapeur Pompier...  ,FRA ,1987,M
786,Ilkley Harriers  ,GBR ,1961,M
787,Atletica Vallescrivia  ,ITA ,1974,M
788,Utrecht  ,NED ,1992,M
789,SRK Zuti Sesir  ,CRO ,1973,M
790,Spac  ,FRA ,1974,M
791,Central Park Track Club  ,USA ,1979,M
792,Austin  ,USA ,1986,F
793,Artilleurs de Parilly  ,FRA ,1967,M
794,Montardon D'Achille/Ki...  ,FRA ,1954,M
795,Asce Thales Valence  ,FRA ,1974,M
796,Asce Thales  ,FRA ,1973,M
797,Foulee de St Germain  ,FRA ,1968,M
798,Poznan  ,POL ,1967,M
799,ABU Dhabi Striders  ,SVK ,1987,M
800,Viry Chatillon  ,FRA ,1980,M
801,Awans  ,FRA ,1981,M
802,Valserhône  ,FRA ,1976,M
803,Montcet  ,FRA ,1969,M
804,Massingy  ,FRA ,1976,M
805,Rhino Grogue  ,FRA ,1982,M
806,Warszawa  ,UKR ,1992,M
807,Argenteau  ,BEL ,1978,M
808,Trémuson  ,FRA ,1988,M
809,Lodi  ,ITA ,1977,M
810,Trail Team Freiamt  ,SUI ,1972,M
811,Athletique Caussadais  ,FRA ,1980,M
812,Nueil Les Aubiers  ,FRA ,1968,M
813,Team Trail Cholet  ,FRA ,1962,M
814,Inveruno  ,ITA ,1979,M
815,Fondation Maladies Rares  ,FRA ,1977,M
816,Corresolos/ Mohinora  ,MEX ,1980,F
817,Bayonne  ,FRA ,1976,M
818,Valflaunes  ,FRA ,1967,M
819,Mariagerloeberne  ,DEN ,1963,M
820,Altra Running Thailand  ,THA ,1977,F
821,Paris  ,FRA ,1969,M
822,FDI Groupe  ,FRA ,1974,M
823,Nice  ,FRA ,1980,M
824,Emme Running Team  ,ITA ,1973,M
825,Running Loisir Vicomtais  ,FRA ,1964,M
826,Delos 78  ,POR ,1962,M
827,Bourg La Reine  ,FRA ,1975,M
828,Hoboken  ,BEL ,1968,M
829,Baskets AUX Pieds  ,FRA ,1970,M
830,Croco  ,FRA ,1980,M
831,Trailrunning Sweden  ,SWE ,1973,M
832,Agnières  ,FRA ,1973,M
833,Saint-Etienne  ,POR ,1962,M
834,Tumult  ,SWE ,1977,M
835,Maisons Laffitte  ,FRA ,1986,M
836,Saint Germain Du Puch  ,FRA ,1976,M
837,Farvagny-Le-Petit  ,SUI ,1983,M
838,Brie Et Angonnes  ,FRA ,1980,M
839,Passy  ,FRA ,1973,M
840,LE Gorey  ,FRA ,1983,M
841,Aracena  ,ESP ,1980,M
842,Jassans Riottier  ,FRA ,1969,M
843,Copponex  ,FRA ,1986,M
844,Flying Boosty  ,GER ,1970,F
845,Chargé  ,FRA ,1970,M
846,Courir LE Monde  ,FRA ,1977,M
847,Puxa POR TI  ,POR ,1979,M
848,Puxa POR TI  ,POR ,1974,M
849,Team Lherbierdorange  ,FRA ,1964,M
850,Airbus Running  ,ESP ,1973,M
851,Courir A Comines  ,BEL ,1981,M
852,Charmey  ,FRA ,1980,M
853,Montana  ,BUL ,1967,M
854,ASD Trail Running Brescia  ,ITA ,1982,M
855,Franconville  ,FRA ,1967,M
856,Beauvallon  ,FRA ,1987,M
857,Verneuil Sur Seine  ,FRA ,1959,M
858,UCD Room 22 Runners  ,IRL ,1967,M
859,Amareins Francheleins...  ,FRA ,1987,M
860,CSA 27E Bca  ,FRA ,1989,M
861,les Eclopes  ,FRA ,1977,M
862,Villar Pellice  ,ITA ,1977,F
863,Villar Pellice  ,ITA ,1967,M
864,Wachau Trail Ultras  ,AUT ,1985,M
865,Team Spss  ,FRA ,1982,M
866,Fjep Attigny Course A ...  ,FRA ,1978,M
867,Villeneuve D'Ascq  ,FRA ,1984,M
868,Running Panda  ,CHN ,1994,M
869,Dambach La Ville  ,POL ,1984,M
870,Riaucourt  ,FRA ,1974,M
871,Hinneni Trail Running ...  ,ESP ,1991,M
872,Nommay  ,FRA ,1989,M
873,Clcs Firminy  ,FRA ,1962,M
874,CAP Vercors  ,GBR ,1975,M
875,Armentieres En Brie  ,FRA ,1978,M
876,Carate Brianza  ,ITA ,1968,M
877,CS Megeve  ,FRA ,1971,M
878,Chaponnay  ,FRA ,1984,M
879,Lyon Ultra Run  ,FRA ,1978,M
880,Park City Trail Runners  ,USA ,1976,M
881,Marne et Gondoire Athl...  ,FRA ,1964,M
882,Team Cora  ,GER ,1983,M
883,Raleigh  ,USA ,1976,M
884,Saint Philbert De Bou...  ,FRA ,1977,M
885,Marseille  ,FRA ,1964,M
886,Atletica Manara  ,ITA ,1977,M
887,Ballersdorf  ,FRA ,1974,M
888,Spheniscus  ,FRA ,1977,M
889,Ayr Seaforth Running Club  ,GBR ,1970,M
890,Lyon  ,FRA ,1975,M
891,les Hiboux  ,RSA ,1975,M
892,Team Iron Race  ,FRA ,1960,M
893,London  ,SWE ,1975,F
894,Clamart  ,FRA ,1974,M
895,Soucieu En Jarrest  ,FRA ,1978,F
896,Cern Running Club  ,FRA ,1984,M
897,A.S.D. Gravellona Vco  ,ITA ,1981,M
898,Keckie Harpagany  ,POL ,1973,M
899,La Penne  ,FRA ,1962,M
900,62123  ,FRA ,1975,M
901,Easysport  ,FRA ,1982,M
902,LA Butée  ,FRA ,1990,M
903,Schoten  ,BEL ,1991,M
904,UTE-Merida Triatlon  ,HUN ,1970,M
905,Encinitas  ,USA ,1970,F
906,Soggy Bottom Boys  ,IRL ,1970,M
907,Anyera Ceuta Comgeceu  ,ESP ,1976,M
908,Woluwe-St-Lambert  ,BEL ,1988,M
909,Vichel  ,FRA ,1975,M
910,Dolomieu  ,FRA ,1968,M
911,UA Societe Generale  ,FRA ,1978,M
912,Critical Speed Racing  ,CAN ,1967,M
913,Issy-Les-Moulineaux  ,FRA ,1974,M
914,Montbenoit  ,FRA ,1975,M
915,PSK Mosor Nis  ,SRB ,1971,M
916,Circolo Minerva ASD  ,ITA ,1968,M
917,LA Vaillante  ,FRA ,1985,M
918,St Etienne De St Geoirs  ,FRA ,1967,M
919,Kalandrakas Trail  ,ESP ,1982,M
920,Kalandrakas Trail  ,ESP ,1978,M
921,Gouda  ,NED ,1972,M
922,A3Tours  ,FRA ,1966,M
923,I Cagnon  ,ITA ,1969,M
924,Seez  ,FRA ,1967,M
925,Crozes Hermitage  ,FRA ,1980,M
926,Teddington  ,POL ,1978,M
927,Izmir  ,TUR ,1981,M
928,Alti Flandres Sherpas  ,FRA ,1983,M
929,Xttr63 LE Mont Dore  ,FRA ,1969,F
930,Vannes  ,FRA ,1995,M
931,San Jose De La Rinconada  ,ESP ,1971,M
932,Texugos da Brita  ,POR ,1981,M
933,Atletica Zola  ,ITA ,1967,M
934,Ripon Runners  ,GBR ,1968,M
935,Yutz  ,FRA ,1959,M
936,Eindhoven  ,POL ,1980,M
937,Kaltenhouse  ,FRA ,1975,M
938,Gland  ,SUI ,1979,M
939,Baden  ,SUI ,1985,M
940,CAI Melegnano  ,ITA ,1974,M
941,Montreux  ,FRA ,1976,F
942,Pont-L'Abbe  ,FRA ,1967,M
943,GAP Hautes-Alpes Athle...  ,FRA ,1965,M
944,R7 Run Club  ,KSA ,1991,M
945,Saint Mathieu Atlhetics  ,FRA ,1969,M
946,Road Runners Club Milano  ,ITA ,1967,M
947,Echalas  ,FRA ,1983,M
948,Dijon  ,FRA ,1977,M
949,Cran Gevrier  ,FRA ,1986,M
950,Independiente  ,ESP ,1969,M
951,Paris  ,FRA ,1975,M
952,Kreji TIM Błonie  ,POL ,1975,M
953,Paris  ,FRA ,1976,M
954,Haut Giffre Trail Team  ,FRA ,1974,M
955,Paris  ,FRA ,1983,M
956,Fartleck  ,FRA ,1978,M
957,Athle du Pays de Redon  ,FRA ,1958,M
958,Guerville  ,FRA ,1981,M
959,Chateauneuf  ,FRA ,1974,M
960,Uatj Urcuit  ,FRA ,1976,M
961,Saint Julien En Genevois  ,FRA ,1990,M
962,Carrerasdemontana.Com  ,ESP ,1975,M
963,Team Obaya  ,ESP ,1970,M
964,Caluire  ,FRA ,1973,M
965,Bagnes De Luchon  ,FRA ,1987,M
966,Cern Running Club  ,GER ,1968,M
967,Meaux  ,FRA ,1985,M
968,Paris  ,FRA ,1980,M
969,Klub Biegacza Kompanii...  ,POL ,1960,M
970,Courir Ensemble Vosges  ,FRA ,1983,M
971,Chatel  ,FRA ,1981,F
972,Chatel  ,FRA ,1977,M
973,Falso Llano  ,ESP ,1977,M
974,Genologica Trail  ,ESP ,1977,M
975,Genologica Trail  ,ESP ,1979,M
976,Springfield Striders  ,GBR ,1973,F
977,GS Avis Treviglio  ,ITA ,1964,M
978,Gadjah Buduh  ,INA ,1970,M
979,Madrid Running Co. Sec...  ,ESP ,1982,M
980,Huetor Tajar  ,ESP ,1983,M
981,Globetrailers  ,FRA ,1953,M
982,Kikourou  ,FRA ,1972,M
983,Tttrail  ,ESP ,1981,M
984,Montreal-La-Cluse  ,FRA ,1974,M
985,Traileurs Rouen  ,FRA ,1969,M
986,Lille  ,FRA ,1971,M
987,Runners de Bondues  ,FRA ,1976,M
988,Budapest  ,HUN ,1981,M
989,Szurdokpüspöki  ,HUN ,1974,M
990,Kecskemet  ,HUN ,1984,M
991,Uriage Running  ,FRA ,1970,M
992,Vienna  ,GER ,1971,M
993,Vienna  ,AUT ,1973,M
994,Ponta Delgada  ,POR ,1968,M
995,Gap  ,FRA ,1975,M
996,Raid Devils  ,FRA ,1979,M
997,Gualoupaden Montreuil ...  ,FRA ,1973,M
998,les Chevaliers du Vent  ,FRA ,1963,M
999,Villeurbanne  ,FRA ,1990,M
1000,Saint Vit  ,FRA ,1968,M
1001,Uccv  ,FRA ,1975,M
1002,Running Conseil  ,FRA ,1966,M
1003,Tortura Koln  ,GER ,1982,M
1004,Romelanda  ,SWE ,1981,M
1005,Caj  ,FRA ,1967,M
1006,Liempde  ,NED ,1971,M
1007,Arch Athletisme  ,FRA ,1985,M
1008,Arch Athletisme  ,FRA ,1985,F
1009,Fouesnant  ,FRA ,1988,M
1010,Wrocław  ,POL ,1965,M
1011,Club Atletisme Arta  ,ESP ,1977,M
1012,Jernbruket Ultra  ,SWE ,1964,M
1013,Vårgårda  ,SWE ,1975,M
1014,Morre  ,FRA ,1969,M
1015,Seikkailujuoksijat  ,FIN ,1979,M
1016,Rovaniemi  ,FIN ,1984,M
1017,GAP Hautes Alpes Athle...  ,FRA ,1961,M
1018,Puntiti Sport Team  ,ESP ,1974,M
1019,Golling  ,AUT ,1960,M
1020,Boulogne  ,FRA ,1968,M
1021,Wroclaw  ,POL ,1961,M
1022,Amancy  ,FRA ,1982,M
1023,Riyadh  ,FRA ,1980,F
1024,SS Cgd  ,POR ,1965,M
1025,Saint-Leu-La-Forêt  ,FRA ,1980,F
1026,Cleden Poher  ,FRA ,1976,M
1027,Emmco  ,SUI ,1979,M
1028,Rueschlikon  ,FRA ,1975,M
1029,Vincennes  ,FRA ,1983,M
1030,Team Endurante Sylvain  ,FRA ,1975,M
1031,St Denis En Val  ,FRA ,1974,M
1032,Courir A Comines  ,BEL ,1972,M
1033,SV Tragoss  ,AUT ,1983,M
1034,Nerviano  ,ITA ,1987,M
1035,Sport Race  ,ITA ,1969,M
1036,Gueugnon  ,FRA ,1983,M
1037,Valdemorillo  ,ESP ,1974,M
1038,Madteam  ,ESP ,1967,M
1039,Chorleywood  ,GBR ,1973,M
1040,Seroto  ,BEL ,1982,M
1041,Seroto  ,BEL ,1981,M
1042,Team Marti Sport Suisse  ,SUI ,1971,M
1043,Piatra Neamt  ,ROU ,1983,M
1044,QUO Runners / Joluvi  ,ESP ,1971,M
1045,Kassimis Training  ,GRE ,1968,M
1046,Warszawa  ,POL ,1979,M
1047,Triathlaix  ,FRA ,1970,M
1048,TPP Mountain Runners  ,POR ,1981,M
1049,Enghien Les Bains  ,FRA ,1987,M
1050,Fife AC  ,GBR ,1975,M
1051,"Indian Wells, Ca  ",USA ,1965,M
1052,Canto DI Corsa ASD  ,ITA ,1974,M
1053,Canto DI Corsa  ,ITA ,1972,M
1054,Sainte-Croix-Aux-Mines  ,FRA ,1971,M
1055,Stilovita  ,SWE ,1979,M
1056,AMC Aubagne  ,FRA ,1963,M
1057,Asptt Annecy  ,FRA ,1972,M
1058,Uppsala  ,SUI ,1968,M
1059,Causeway Bay  ,FRA ,1985,F
1060,Geneva  ,ARG ,1977,M
1061,Chamonix Mont Blanc Ma...  ,FRA ,1981,M
1062,Trek Tours Endurance  ,FRA ,1981,M
1063,Wolfheze  ,NED ,1975,M
1064,30740 Club Deportivo  ,ESP ,1976,M
1065,Grand-Leez  ,BEL ,1966,M
1066,Centre Excursionista T...  ,ESP ,1986,M
1067,C.A. Malagon  ,ESP ,1983,M
1068,Paris  ,FRA ,1971,M
1069,Team Coudray  ,FRA ,1966,M
1070,Ceca Antella  ,ESP ,1978,M
1071,Gdynia  ,POL ,1967,M
1072,Deadline Runners  ,GRE ,1973,M
1073,Annecy  ,FRA ,1987,F
1074,Combs-La-Ville  ,FRA ,1981,F
1075,Saint Bauzille De Mon...  ,FRA ,1974,M
1076,Canejan Athletisme  ,FRA ,1975,M
1077,Saint-Victor La Coste  ,FRA ,1986,M
1078,Canejan Athletisme  ,FRA ,1971,M
1079,Schoten  ,BEL ,1959,M
1080,Plaintel Aventure  ,FRA ,1977,M
1081,Valbonne  ,FRA ,1965,M
1082,Huissen  ,NED ,1967,M
1083,Ultra+Robert  ,SLO ,1969,M
1084,Gruppo Sportivo Mercuryus  ,ITA ,1973,F
1085,Volvic  ,FRA ,1968,M
1086,Ugine  ,FRA ,1966,M
1087,Araches Les Carroz  ,FRA ,1964,M
1088,Petaluma  ,USA ,1989,M
1089,Porrentruy  ,SUI ,1969,M
1090,Team Wild  ,FRA ,1963,M
1091,Pitxurritas  ,ESP ,1980,M
1092,Savigny Le Sec  ,FRA ,1968,M
1093,Savigny Le Sec  ,FRA ,1976,M
1094,Beaupreau En Mauges  ,FRA ,1968,M
1095,Team Trail Cholet  ,FRA ,1961,M
1096,St Andre De Cubzac  ,FRA ,1980,M
1097,Montbeliard  ,FRA ,1982,M
1098,AS Orange  ,FRA ,1975,M
1099,NO Dirt NO Fun  ,FRA ,1983,M
1100,Angoulins  ,FRA ,1976,M
1101,Mbda Sport Athletisme  ,FRA ,1974,M
1102,Endurance72  ,FRA ,1980,M
1103,Enghien Les Bains  ,FRA ,1973,M
1104,Barcelona  ,CHI ,1959,M
1105,Jcv  ,FRA ,1972,M
1106,SS Cgd  ,POR ,1967,F
1107,Ersange  ,ITA ,1977,M
1108,Bprunco  ,JPN ,1963,F
1109,Marti Sports  ,SUI ,1970,M
1110,Allennes Les Marais  ,FRA ,1979,M
1111,Nice  ,FRA ,1975,M
1112,Club Trail Albacete  ,ESP ,1973,M
1113,Marseille  ,ROU ,1978,M
1114,Meribel Sport Montagne  ,FRA ,1986,M
1115,TF1 Roadrunners  ,FRA ,1976,M
1116,Williamsport  ,USA ,1974,M
1117,Gattinara Skyrunning &...  ,ITA ,1975,M
1118,Fidal Mountain Trail  ,ITA ,1971,M
1119,Cagnes Sur Mer  ,FRA ,1977,M
1120,Cambridge  ,GBR ,1968,M
1121,Paris  ,FRA ,1984,M
1122,Penvenan  ,FRA ,1965,M
1123,Tyresö  ,SWE ,1977,M
1124,Paredes Aventura  ,POR ,1982,M
1125,Carcassonne  ,FRA ,1971,M
1126,"ASD Panormus MTB &Amp,...  ",ITA ,1967,M
1127,AS CHU Caen  ,FRA ,1981,M
1128,les Coureurs du Soubestre  ,FRA ,1979,M
1129,NCS Traileman  ,SUI ,1980,F
1130,Asplmb  ,FRA ,1984,M
1131,Ultra Marin Raid du Go...  ,FRA ,1958,M
1132,Etroubles  ,ITA ,1963,M
1133,Club 26 Allan  ,FRA ,1972,M
1134,St Martin De Londres  ,FRA ,1967,M
1135,Spac  ,FRA ,1970,M
1136,Versailles  ,FRA ,1982,M
1137,Frejairolles  ,FRA ,1965,M
1138,AKG Lodz  ,POL ,1959,M
1139,Nantes  ,FRA ,1969,M
1140,Palma De Mallorca  ,ESP ,1965,M
1141,Acbb  ,FRA ,1975,M
1142,Geneva  ,SUI ,1974,M
1143,Bresse Marathon  ,FRA ,1985,M
1144,Gambais  ,FRA ,1963,F
1145,LTV Genthin  ,GER ,1968,M
1146,Profondeville  ,BEL ,1964,M
1147,Torun  ,POL ,1992,M
1148,Proszowice  ,POL ,1970,M
1149,Mölndal  ,SWE ,1973,M
1150,Nantes  ,FRA ,1964,M
1151,Cambrai  ,FRA ,1991,M
1152,Team Brumbasse  ,DEN ,1978,M
1153,ES Mersen  ,FRA ,1961,M
1154,Olympia  ,USA ,1981,M
1155,Issy Les Moulineaux  ,FRA ,1983,M
1156,Złotniki  ,POL ,1975,M
1157,Mericourt  ,FRA ,1983,M
1158,Saint-Cyr-L'Ecole  ,FRA ,1982,M
1159,Fondation Maladies Rares  ,FRA ,1976,M
1160,les Debilos  ,FRA ,1983,M
1161,les Debilos  ,FRA ,1981,M
1162,Rambouillet  ,FRA ,1970,M
1163,Ollioules  ,FRA ,1987,M
1164,Edzell  ,GBR ,1962,M
1165,TK Matulji  ,CRO ,1978,M
1166,S/L CCA Rouffach  ,FRA ,1968,M
1167,Montigny - la Vaupalie...  ,FRA ,1975,M
1168,Frederiksberg C  ,DEN ,1975,M
1169,Sportnat01 Gfbressan  ,FRA ,1971,M
1170,Wincanton  ,GBR ,1977,M
1171,Mérindol  ,FRA ,1980,M
1172,Madteam  ,ESP ,1980,M
1173,Rzeszowskie Gazele I G...  ,POL ,1963,M
1174,SRK Alba  ,CRO ,1974,M
1175,Facerunners ASD  ,ITA ,1975,M
1176,Running Panda  ,FRA ,1959,M
1177,Altra RED Team  ,NOR ,1974,M
1178,LE Rire Medecin BY Utmb  ,FRA ,1968,M
1179,Abisko  ,SWE ,1979,M
1180,Trailrunningimnorden.De  ,GER ,1964,M
1181,SG Hericourt  ,FRA ,1975,M
1182,Belfaux  ,SUI ,1972,F
1183,Jahteam  ,FRA ,1979,M
1184,Solana Beach  ,USA ,1966,M
1185,MJC Plan de Cuques  ,FRA ,1980,M
1186,Lecco  ,ITA ,1981,F
1187,None  ,POL ,1986,M
1188,Av3S  ,FRA ,1975,M
1189,Team Trail Explorer  ,FRA ,1973,M
1190,Paredes Aventura  ,POR ,1974,M
1191,Frankfurt am Main  ,GER ,1972,M
1192,Werun  ,ESP ,1974,M
1193,Henin-Beaumont  ,FRA ,1980,M
1194,Nimy  ,BEL ,1972,M
1195,Kinomana  ,ITA ,1965,M
1196,Droyes  ,FRA ,1976,M
1197,Camenchotarunfitness  ,VEN ,1979,F
1198,Altorf  ,FRA ,1981,M
1199,Marseille  ,FRA ,1978,M
1200,Fuveau  ,FRA ,1986,M
1201,Bucuresti  ,ROU ,1981,M
1202,Orinto OK  ,CZE ,1978,M
1203,Douvaine  ,FRA ,1979,M
1204,Asphalte 94  ,FRA ,1967,M
1205,Atletica SAN Martino  ,ITA ,1980,M
1206,Drooguies  ,FRA ,1974,M
1207,London  ,GRE ,1977,M
1208,Bourg Des Comptes  ,FRA ,1982,M
1209,Soultz  ,FRA ,1978,M
1210,Dompierre Sur Mer  ,FRA ,1969,M
1211,Villongo Atletica  ,ITA ,1962,M
1212,USF Team  ,FRA ,1974,M
1213,Villars Sur Var  ,FRA ,1980,M
1214,LE Pere Indigne  ,SUI ,1974,M
1215,Joinville Le Pont  ,FRA ,1962,M
1216,Reisegruppe Schlemmerb...  ,GER ,1964,M
1217,Bassemberg  ,FRA ,1977,M
1218,Derg AC  ,IRL ,1964,M
1219,Carbonera  ,ITA ,1984,M
1220,Megkursy.Pl  ,POL ,1978,M
1221,Lyon  ,FRA ,1986,M
1222,Portland  ,USA ,1974,M
1223,WE Run  ,POR ,1971,M
1224,Valencia  ,ESP ,1978,M
1225,Until the Peak  ,FRA ,1985,M
1226,01 Outdoor  ,FRA ,1976,M
1227,Fatraah Beaunois  ,FRA ,1966,M
1227,Scania Road Runners  ,SWE ,1971,M
1229,Sportification  ,ITA ,1964,M
1230,Versailles  ,FRA ,1969,M
1231,AC Cannes  ,FRA ,1967,M
1232,Benedikt Labre Team  ,POL ,1976,M
1233,Patxanguerus D'Alforja  ,ESP ,1980,M
1234,53000  ,FRA ,1982,M
1235,Chatenay Malabry  ,FRA ,1976,M
1236,Montanay Team  ,FRA ,1974,M
1237,Saint-Martin-Des-Noyers  ,FRA ,1972,M
1238,ASC Cnes  ,FRA ,1957,M
1239,Torroella De Montgrí  ,ESP ,1972,M
1240,Regencós  ,ESP ,1973,M
1241,Morbier  ,FRA ,1968,M
1242,EMT Madrid  ,ESP ,1972,M
