Rank,Club,Country,YOB,Gender
627,Honda  ,FRA ,1983,M
628,Road TO Utmb  ,POL ,1989,M
629,Team Gravelines Trail  ,FRA ,1976,M
630,Swalmen  ,NED ,1973,M
631,VTT Running St Jean/Ma...  ,FRA ,1970,M
632,Hayle  ,LAT ,1973,M
633,AT Your Pace Trail Team  ,GBR ,1975,M
634,Ithinkbeer  ,CZE ,1973,M
635,Kowloon  ,HKG ,1977,M
636,Smilerun  ,JPN ,1978,F
636,Trelex  ,SUI ,1980,M
638,Nordic Walking Florival  ,FRA ,1968,M
639,Team 100 Mile  ,JPN ,1972,F
640,ASD Dragonero  ,ITA ,1962,M
641,Ultra BOB  ,SVK ,1982,M
642,Fatranski Vlci  ,SVK ,1975,M
643,Energe Team  ,SLO ,1972,F
644,Rosheim  ,FRA ,1975,M
645,Oxygene68  ,FRA ,1984,M
646,Paris  ,FRA ,1981,M
647,Tarnos  ,FRA ,1982,M
648,VSK Noskrien  ,LAT ,1996,M
649,Club de Montana Gasteiz  ,ESP ,1967,M
650,Umara Sports Club  ,SWE ,1971,M
651,Fondeurs D'Espoir  ,FRA ,1979,M
652,Tana Quest  ,FRA ,1978,M
652,Maisons Laffitte  ,FRA ,1986,M
654,Le Sepey  ,FRA ,1974,M
655,Hyde Park Harriers  ,GBR ,1962,M
656,Calci (Pisa)  ,ITA ,1977,M
657,Triveloce Saint Sebastien  ,FRA ,1972,M
658,London  ,GBR ,1983,M
659,Engelsbrand  ,GER ,1978,M
660,Polevsko  ,USA ,1969,M
661,VS la Ferte-Bernard  ,FRA ,1978,M
662,Klamath Falls  ,IND ,1975,M
663,Cordoba  ,ESP ,1973,M
664,Mistica de Montaña  ,ARG ,1974,M
665,Team Pasturo  ,ITA ,1969,M
666,Lambersart  ,FRA ,1990,M
667,Paris  ,ITA ,1983,M
668,Ekora  ,CZE ,1980,M
669,Nairobi  ,USA ,1976,M
670,Aichi Nagoya  ,JPN ,1985,M
671,Malain  ,FRA ,1970,M
672,Nutrisport Center  ,VEN ,1981,M
673,Vienne  ,FRA ,1974,M
674,Cuellar Stone  ,ESP ,1983,M
675,Beaufort  ,FRA ,1971,M
676,VSK Noskrien  ,LAT ,1972,M
677,Champigny Sur Marne  ,FRA ,1985,M
678,Sara Korrika  ,FRA ,1970,M
679,Shizuoka  ,JPN ,1983,M
680,Mönchengladbach  ,GER ,1971,M
681,Zh  ,SUI ,1982,M
682,Ikast  ,DEN ,1975,M
683,C.D. Ciudad DEL Lago  ,ESP ,1975,M
684,C.D. Ciudad DEL Lago  ,ESP ,1974,M
685,Paranaque  ,PHI ,1988,M
686,Amigos do Pedal Trail ...  ,POR ,1959,M
687,Oralklass - Amigos do ...  ,POR ,1982,M
688,Valence  ,FRA ,1972,M
689,Noyal Pontivy  ,FRA ,1972,M
690,Gravity Running Experi...  ,FRA ,1977,M
691,Kobe-Onigiri  ,JPN ,1976,M
692,New Hope  ,ITA ,1979,M
693,Rochesson Hautes Vosges  ,FRA ,1977,M
694,Scunthorpe  ,GBR ,1979,M
695,77121  ,FRA ,1969,M
696,Diessenhofen  ,BEL ,1980,M
697,SG Hericourt  ,FRA ,1975,M
698,Chimay Trail Aventure  ,BEL ,1986,M
699,Bichos Runners  ,ESP ,1977,M
700,Bikila Runners  ,COL ,1982,M
701,Kalenji  ,FRA ,1968,M
702,Baden  ,SUI ,1966,M
703,St Martin D'Heres  ,FRA ,1988,M
704,DER Berner Laufladen  ,SUI ,1965,F
705,Mondeville Trail Aventure  ,FRA ,1967,M
706,Shenzhen  ,CHN ,1978,M
707,C.D. Sapiens Human Runner  ,ESP ,1988,M
708,Houppeville  ,FRA ,1975,M
709,Le Palais  ,FRA ,1976,M
710,Valmieras Pagasts  ,LAT ,1987,M
711,Collingwood AC  ,GBR ,1966,M
712,Buenos Aires  ,ARG ,1970,M
713,Denver  ,USA ,1978,M
714,Paris  ,FRA ,1980,M
715,Bichillorunner Canarias  ,ESP ,1967,M
716,Magnano In Riviera  ,ITA ,1972,M
717,Impossible Target  ,ITA ,1978,M
718,Vikings Bellvis  ,ESP ,1973,M
719,Iaza Trail Running Team  ,BRA ,1977,M
720,GO on Outdoor / HAY Pumas  ,BRA ,1973,M
720,Squadrun  ,NZL ,1981,M
722,Courir EN Livradois Forez  ,FRA ,1974,F
723,Fátima  ,POR ,1979,M
724,Newrunners  ,ESP ,1978,M
725,BRP Guer  ,FRA ,1965,M
726,Japan Skyrunning Team  ,JPN ,1982,M
727,Rabbitelitetrail  ,USA ,1968,M
727,Pre Saint Didier  ,ITA ,1980,M
729,Asptt Clermont Ferrand  ,FRA ,1979,M
730,Cmbm  ,FRA ,1960,F
731,Cagnes Sur Mer  ,FRA ,1983,M
732,Restaurant la Graella  ,ESP ,1982,M
733,Venon  ,FRA ,1973,M
734,Châteauneuf-Le-Rouge  ,FRA ,1987,M
735,Cachan  ,FRA ,1976,M
736,Argeles Sur Mer  ,FRA ,1973,M
737,Esprit Run  ,FRA ,1980,M
738,Esprit Run  ,FRA ,1979,M
739,Jcplp  ,FRA ,1974,M
740,Ultragear Sports  ,PHI ,1977,M
741,Tseung Kwan O  ,HKG ,1966,M
742,Sonceboz  ,FRA ,1987,M
743,Wangen Im Allgau  ,GER ,1968,M
744,Segny  ,FRA ,1964,M
745,Buenos Aires  ,ARG ,1979,M
746,Wellingborough and Dis...  ,GBR ,1981,F
746,Lonay  ,ITA ,1972,M
748,Courir LE Monde  ,FRA ,1975,F
749,Running Madhouse  ,HKG ,1979,M
750,Calmont  ,FRA ,1975,M
751,North Vancouver  ,CAN ,1975,F
752,Monsanto Running Team  ,POR ,1980,M
753,Multirunners  ,POR ,1985,M
754,Morbello  ,ITA ,1965,M
755,UA Societe Generale  ,FRA ,1978,M
756,UA Societe Generale  ,FRA ,1977,M
757,Puls 3060 /Team Kaiser...  ,DEN ,1967,M
758,Trail the World  ,GER ,1978,M
759,Mauves Attitudes Runnn...  ,FRA ,1971,M
760,Kyoutofu  ,JPN ,1967,F
761,Cmbm  ,FRA ,1977,M
762,Bukit Mertajam  ,MAS ,1963,M
763,Inga IF  ,FIN ,1962,M
764,Serpentine  ,GBR ,1974,M
765,Taiwan Ultra Runners  ,TPE ,1982,M
766,Columbia Taiwan  ,TPE ,1982,M
767,Occp la Ciotat  ,FRA ,1973,M
768,Basingstoke and MID Ha...  ,GBR ,1979,M
769,Lyon  ,FRA ,1975,M
770,Team MUD and Snow ASD  ,ITA ,1976,M
771,Aletempo Bakalland  ,POL ,1979,M
772,Arch  ,BEL ,1963,M
773,Melres Trail Running -...  ,POR ,1976,M
774,Vila Real  ,POR ,1978,M
775,Courbevoie  ,FRA ,1967,M
776,西山区  ,CHN ,1974,M
777,les Boitheux  ,BEL ,1969,M
778,Bouvigny-Boyeffles  ,FRA ,1975,M
779,Rhoon  ,NED ,1977,M
780,Complutum Triatlón  ,ESP ,1976,M
781,Luupiikki  ,FIN ,1979,M
782,Helsinki  ,FIN ,1977,M
783,Redlands  ,USA ,1978,M
784,Cretroi Runners  ,ITA ,1974,M
785,Beaujolais Runners  ,FRA ,1970,M
786,Lentilly  ,FRA ,1982,M
787,Ecommoy  ,FRA ,1973,M
788,Crazy碧池  ,CHN ,1989,M
789,Beauvais  ,FRA ,1979,M
790,Team Aldo Moro Paluzza...  ,ITA ,1971,M
791,Trail-64  ,RUS ,1960,M
792,Warszawa  ,POL ,1969,M
793,A TO Trapo  ,ESP ,1976,M
794,Bristol  ,GBR ,1969,M
795,Bassins  ,SUI ,1971,M
796,Asvf  ,FRA ,1971,M
797,OLI-Coaching // Biodiv...  ,FRA ,1985,F
798,USA Caisse des Depots ...  ,FRA ,1975,M
799,Barbacoa Sport Team  ,ESP ,1981,M
800,Are  ,SWE ,1965,M
801,Versailles Triathlon  ,FRA ,1972,M
802,Aulnoye Aymeries  ,FRA ,1973,M
803,Night Run AC  ,JPN ,1966,M
804,Hong Kong  ,HKG ,1979,M
805,Rederien Saint Anne D'...  ,FRA ,1954,M
806,Vigonechecorre  ,ITA ,1964,M
807,CAP Conde  ,FRA ,1980,M
808,Realville  ,FRA ,1977,M
809,St Neots  ,GBR ,1971,M
810,Riudoms  ,ESP ,1978,M
811,G.S. Polizia Locale VDA  ,ITA ,1964,M
812,Amcf-Arrabida Trail Team  ,POR ,1976,M
813,Ugine  ,FRA ,1976,F
814,AC Capellois  ,FRA ,1964,M
815,Beijing  ,CHN ,1982,M
816,越野连  ,CHN ,1986,M
817,Club de Montana Cerro ...  ,ESP ,1979,M
818,Malaucéne  ,FRA ,1983,M
819,Vichy  ,FRA ,1975,M
820,Uffholtz  ,FRA ,1974,M
821,Team Rando Running Bes...  ,FRA ,1978,M
822,Pompiers Carouge  ,SUI ,1974,M
823,Laufstilanalyse.de  ,GER ,1974,M
824,Beijing  ,CHN ,1977,M
825,Cahors Trail  ,FRA ,1973,M
826,Rognonas  ,ROU ,1977,M
827,Berry Runner  ,CHN ,1977,M
828,LA Foulee Meynoise  ,FRA ,1985,M
829,Chantilly  ,FRA ,1986,M
830,Warszawa  ,POL ,1978,M
831,Chamonix  ,FRA ,1965,M
832,Ultrgym  ,ARG ,1962,M
833,EA LE Creusot  ,FRA ,1979,M
834,Baudenasca  ,ITA ,1967,M
835,Pirilampos Team  ,POR ,1974,M
836,LKS Olymp Błonie / Dys...  ,POL ,1978,M
837,Above 2000  ,POL ,1989,M
838,ME Myself and I  ,POL ,1970,M
839,Cernosice  ,CZE ,1966,M
840,Burgess Hill Runners  ,AUS ,1971,M
841,Cheltenham  ,GBR ,1969,M
842,Rondebosch  ,NED ,1978,M
843,Rueil Malmaison  ,FRA ,1968,M
844,Montmin  ,FRA ,1964,M
845,Mynyddwyr de Cymru  ,GBR ,1966,M
846,Marathonist  ,TUR ,1960,M
847,Finisher Trail Team  ,ESP ,1974,M
848,Centre Excursionista d...  ,ESP ,1968,M
849,Cafes Toscaf Gmea  ,ESP ,1972,M
850,Tcvd  ,FRA ,1971,M
851,Longevity Expedition  ,POL ,1975,M
852,Bresson  ,FRA ,1979,F
853,Team Saint-Louis  ,FRA ,1969,M
854,Joue Les Tours  ,FRA ,1976,M
855,Green Tour  ,RUS ,1975,M
856,Tillamook  ,USA ,1977,M
857,ADS Runner Valcalepio  ,ITA ,1977,M
858,Gien Athle Marathon  ,FRA ,1970,M
859,Puerto Madryn  ,ARG ,1982,M
860,Contigné  ,FRA ,1972,M
861,Laives Runners  ,ITA ,1973,M
862,Lyon  ,FRA ,1974,F
863,Garraf Runners  ,ESP ,1971,M
864,Brest  ,FRA ,1980,M
865,Raidlight  ,BEL ,1971,M
866,Yutz  ,FRA ,1974,M
867,Ribeira Brava  ,POR ,1981,M
868,Piopiotrailteam  ,ESP ,1978,M
868,Piopio Trailteam  ,ESP ,1979,M
870,Falun  ,SWE ,1988,F
871,"Coyoacan, Cdmx  ",MEX ,1968,M
872,DSA  ,FRA ,1977,M
873,Salomon Julbo  ,CHI ,1982,F
874,Palma De Mallorca  ,ESP ,1967,M
875,Cercle Paul Bert Rennes  ,FRA ,1972,M
876,Castanet Tolosan  ,FRA ,1983,M
877,La Grand Croix  ,FRA ,1975,M
878,Mountain Runners Bergueda  ,ESP ,1973,M
879,EA! Trail  ,ESP ,1985,M
880,Athletic Pont Rean  ,FRA ,1971,F
881,Millau  ,FRA ,1977,M
882,Saint-Nizier Le Bouchoux  ,FRA ,1968,M
883,"Tsukuba, Ibaraki  ",JPN ,1964,M
884,Leognan Athletisme  ,FRA ,1966,M
885,Quan^2  ,CHN ,1978,M
886,Bergamo  ,ITA ,1983,M
887,C.D. Eurafrica Club/El...  ,ESP ,1976,M
888,C.D.Eurafrica Club-Eli...  ,ESP ,1980,M
889,Las Palmas De Gran Ca...  ,ESP ,1974,M
890,Jersey  ,GBR ,1967,M
891,Crewstach  ,FRA ,1980,M
891,Crewstach  ,FRA ,1981,M
893,Saint Ame  ,FRA ,1958,M
894,UKA Warszawa  ,POL ,1985,M
895,Alessandria  ,ITA ,1973,M
896,Madrid  ,ESP ,1981,M
896,Madrid  ,ESP ,1980,M
898,Juille  ,FRA ,1963,M
899,US Talence  ,FRA ,1973,M
900,Beijing  ,CHN ,1981,M
901,Sta. Coloma De Gramenet  ,ESP ,1987,M
902,Dunkerque  ,FRA ,1978,M
903,Palaiseau  ,FRA ,1976,M
904,Esch-Sur-Alzette  ,GER ,1978,M
905,Ciko'66  ,NED ,1973,M
906,LA Sonneberg  ,GER ,1983,M
907,Lisboa  ,ANG ,1974,M
908,BIS'Truck  ,FRA ,1971,M
909,Athletic Club du Pays ...  ,FRA ,1971,M
909,Acpa  ,FRA ,1970,M
909,Saint Géréon  ,FRA ,1977,M
912,Athletic Club du Pays ...  ,FRA ,1979,M
913,Blankas  ,JPN ,1966,M
914,Commugny  ,SUI ,1979,M
915,Notre Dame De Bellecombe  ,FRA ,1961,M
916,CAF DSA  ,FRA ,1963,M
917,SRD 315 Sjeverozapad  ,CRO ,1976,M
918,Tokyo  ,JPN ,1972,M
919,Paris  ,FRA ,1966,M
920,Overton Harriers  ,GBR ,1980,M
921,Montville Running Club  ,FRA ,1971,M
922,Marche-En-Famenne  ,BEL ,1974,M
923,Gemi  ,ESP ,1972,M
924,Bangkok  ,GER ,1970,M
925,Columbia Thailand  ,THA ,1975,M
926,Strendure Running Team  ,POR ,1971,M
927,Run Moldova  ,MDA ,1975,M
928,30/50/30  ,POL ,1968,M
929,Cheddar Running Club  ,GBR ,1962,M
930,Steinhagen  ,GER ,1983,M
931,Estarreja  ,POR ,1970,M
932,Manly  ,AUS ,1979,M
933,Płomyk Olkusz  ,POL ,1978,F
934,Cmbm  ,FRA ,1978,F
935,Moscow  ,RUS ,1982,F
936,Trail CER Rubi  ,ESP ,1975,M
937,AC Saint Remy  ,FRA ,1974,M
938,AC St Remy  ,FRA ,1971,M
939,Iaza Trail Running Team  ,BRA ,1982,F
940,Move Fast  ,JPN ,1960,M
941,Centre Excursionista S...  ,ESP ,1957,M
942,Liverpool  ,USA ,1975,M
943,Nivelles  ,BEL ,1978,M
944,Mondelange  ,FRA ,1980,M
945,Singapore  ,SGP ,1984,F
946,ASD Gruppo Podistico I...  ,ITA ,1973,M
947,Weybridge  ,GBR ,1970,M
948,Hong Kong  ,HKG ,1984,M
949,Colmar Trail Aventures  ,FRA ,1987,M
950,Yutz  ,FRA ,1959,M
951,Toronto  ,CAN ,1981,F
952,Arista  ,ESP ,1975,M
953,Thouare-Sur-Loire  ,FRA ,1972,M
954,Shenipsit Striders  ,USA ,1973,M
955,C.D.La Otra Vertiente  ,ESP ,1972,M
956,Vias Trail Running  ,FRA ,1983,M
957,AKG Lodz  ,POL ,1959,M
958,Hreindyrafelagid  ,ISL ,1966,M
959,Montblancteam  ,ITA ,1978,M
960,Chiavari  ,ITA ,1981,M
961,Montblanc Team  ,ITA ,1976,M
962,La Croix Valmer  ,FRA ,1953,M
963,les Princes EN Foulees  ,FRA ,1981,M
964,EA St Quentin EN Yvelines  ,FRA ,1988,M
965,Team la Trace  ,SUI ,1974,F
966,Trégor Goëlo Athlétisme  ,FRA ,1965,M
967,"Kelowna, Bc  ",CAN ,1983,F
968,Airbus Running/Portet AC  ,FRA ,1977,F
968,les Trailers du PIC  ,FRA ,1962,M
970,Ventura SKY  ,ESP ,1983,M
971,SL/Ac Cesson  ,FRA ,1962,M
972,CRP Ribafria  ,POR ,1970,M
973,Cern Running Club  ,ESP ,1975,M
974,Vibram Trailrunning Team  ,CHN ,1988,M
975,Shenzhen  ,CHN ,1972,M
976,FC Barbentane  ,FRA ,1985,M
977,Cornillon  ,FRA ,1974,M
977,Breizh Sport Aventure  ,FRA ,1967,M
979,Podisti PER Caso  ,ITA ,1969,M
980,Domene  ,FRA ,1979,M
981,Patxanguerus Alforja/T...  ,ESP ,1980,M
982,Biegnij Z Proservice  ,POL ,1962,M
983,Gien Athle Marathon  ,FRA ,1978,M
984,Midas la Gaude  ,FRA ,1973,M
985,Elan de Canohes  ,FRA ,1969,M
986,Northampton  ,GBR ,1977,M
987,Cmbm  ,FRA ,1963,M
988,Toyooka  ,JPN ,1962,M
989,CAP Endurance  ,FRA ,1974,M
990,"Haidian ,Beijing  ",CHN ,1983,M
991,Barcelona  ,ESP ,1982,M
992,Uisp Milano  ,ITA ,1966,M
993,Deyvillers  ,FRA ,1995,M
994,Smuc / la Roca  ,FRA ,1978,M
995,Rennes  ,FRA ,1988,M
996,Marseille Trail Club  ,FRA ,1973,M
997,Dalian  ,CHN ,1985,M
998,JC Epernay Champagne  ,FRA ,1969,F
999,Gosforth Harriers  ,GBR ,1975,M
1000,Apollon  ,GRE ,1959,M
1001,Bouge  ,BEL ,1972,M
1002,St.-Sulpice  ,BUL ,1983,F
1003,Masc Saint CYR L'Ecole  ,FRA ,1972,M
1004,Castelnau D'Estretefonfs  ,FRA ,1980,M
1005,Alliberaadrenalina  ,ESP ,1976,M
1006,Boehringer Ingelheim  ,FRA ,1991,M
1007,Wrocław  ,POL ,1974,M
1008,GAP Scanzorosciate  ,ITA ,1979,M
1009,Terzo Tempo Trail  ,ITA ,1973,M
1010,Chamonix  ,GBR ,1978,F
1010,London  ,GRE ,1977,M
1012,Nonthaburi  ,THA ,1978,M
1013,Yokohama  ,JPN ,1970,M
1014,Lisses AC  ,FRA ,1961,M
1015,Naval Ecuador  ,ECU ,1979,M
1016,Cugnaux  ,FRA ,1982,M
1017,Hopferau  ,GER ,1973,M
1018,Marcq-En-Baroeul  ,FRA ,1978,M
1019,Tsuen Wan  ,HKG ,1969,M
1020,AC Pouillon  ,FRA ,1967,M
1021,Jelenia Góra  ,POL ,1963,M
1022,Serpentine  ,GBR ,1970,M
1023,Asuncion  ,PAR ,1975,M
1024,Shanghai  ,CHN ,1976,M
1025,Festina Lente  ,ROU ,1989,F
1025,Festina Lente  ,ROU ,1983,M
1027,Newbury Park  ,USA ,1964,F
1028,Preston  ,AUS ,1987,M
1029,La Pommeraye  ,FRA ,1972,M
1030,Copenhagen S  ,DEN ,1988,M
1031,Florida Running Club  ,RSA ,1963,M
1032,Dansk Utralober Klub  ,DEN ,1975,M
1033,Team Anima Trail  ,ITA ,1972,M
1034,Wargolshausen  ,GER ,1975,M
1035,A.S. Bred  ,FRA ,1972,M
1036,Pilisborosjeno  ,HUN ,1978,M
1037,Madteam  ,ESP ,1989,M
1038,Clamart  ,FRA ,1960,M
1039,Tramuntanya  ,ESP ,1980,M
1040,Hagersten  ,SWE ,1970,M
1041,Saint Cloud  ,FRA ,1982,M
1042,Ligny  ,BEL ,1981,M
1043,Annecy-Le-Vieux  ,FRA ,1986,M
1044,Mazze (To)  ,ITA ,1977,M
1045,the Climb  ,ESP ,1980,M
1046,Ronda Ghibellina  ,ITA ,1979,M
1047,HUY Athletic Club  ,BEL ,1980,M
1048,Gledswood Hills  ,AUS ,1978,M
1049,Corfu  ,GRE ,1965,M
1050,London  ,AUS ,1973,M
1051,Saone  ,FRA ,1973,F
1052,UCD Room 22 Runners  ,IRL ,1967,M
1052,Spartan Running  ,SUI ,1985,M
1054,Alpino Benalmadena Iro...  ,ESP ,1977,M
1055,Gyeonggi-Do  ,KOR ,1986,M
1056,Lardier Et Valenca  ,FRA ,1964,M
1057,Atletica Lamon  ,ITA ,1967,M
1058,Chiuduno  ,ITA ,1968,M
1059,Collaroy  ,AUS ,1981,M
1060,Shizuoka  ,JPN ,1968,M
1061,Houyhnhnm Running Club  ,JPN ,1978,F
1062,Team Canorajo  ,FRA ,1977,M
1062,Les Zinzins Des Coteau...  ,FRA ,1975,M
1064,"Newton, Ma  ",USA ,1983,M
1065,Usson Sport Nature  ,FRA ,1968,M
1066,Fidal  ,ITA ,1975,M
1067,IN Bike  ,ESP ,1975,M
1068,Team Trail Touraine  ,FRA ,1982,M
1069,A les NOU  ,ESP ,1957,M
1070,Singapore  ,SGP ,1976,M
1071,SEC Civate  ,ITA ,1984,M
1072,Team RWB  ,KOR ,1978,M
1073,Stone Master Marathoners  ,GBR ,1974,M
1074,ESH Hagondange  ,FRA ,1967,M
1074,Madrid  ,ESP ,1986,M
1076,Le Louroux Beconnais  ,FRA ,1964,M
1077,Sugnens  ,SUI ,1965,M
1078,Ciudad Real  ,ESP ,1982,M
1079,Eden  ,USA ,1978,F
1080,Malmedy  ,BEL ,1974,M
1081,Inkberrow  ,GER ,1981,F
1082,XVE Athletic Club  ,FRA ,1985,M
1083,Trets  ,FRA ,1969,M
1084,Los Angeles  ,USA ,1981,M
1085,Podistica E Solidarieta  ,ITA ,1974,M
1086,Strasbourg  ,FRA ,1963,M
1087,Cambrils Club Triatló  ,ESP ,1975,M
1087,Castanet Tolosan  ,FRA ,1960,M
1089,TJ Partizan  ,SVK ,1971,M
1090,YMT  ,CHN ,1973,M
1091,OSA  ,ITA ,1989,M
1092,Mudcrew Running  ,GBR ,1968,M
1093,Sport Club Angrogna  ,ITA ,1975,M
1094,Sotanorsut Seikkailulla  ,FIN ,1986,F
1095,Rambouillet  ,FRA ,1976,M
1096,Le Pontet  ,FRA ,1975,M
1097,Groisy  ,FRA ,1988,M
1098,Just Racing  ,GBR ,1972,M
1099,Alberta  ,CAN ,1978,M
1100,Ugine  ,FRA ,1966,M
1101,Araches Les Carroz  ,FRA ,1964,M
1102,57045  ,FRA ,1966,M
1103,Association Sportive d...  ,FRA ,1972,M
1104,Tainan  ,TPE ,1974,M
1105,Perloz  ,ITA ,1967,M
1106,Running Pirates  ,FRA ,1973,M
1107,Atletica Piombino Dese  ,ITA ,1974,F
1108,QNB Finansbank  ,TUR ,1976,M
1108,QNB Finansbank  ,TUR ,1976,M
1110,Amsl Frejus Athletisme  ,FRA ,1973,M
1111,Tierce  ,FRA ,1972,M
1112,Zbiroh  ,CZE ,1988,F
1113,Saint-Maurice  ,FRA ,1977,M
1114,Tokyo  ,JPN ,1987,M
1115,Running Madhouse  ,HKG ,1974,M
1116,Redway Runners  ,GBR ,1971,M
1117,Valdastico (Vi)  ,ITA ,1972,M
1118,Team CB  ,JPN ,1976,M
1119,Team St Yorre  ,FRA ,1981,M
1120,San Jose  ,USA ,1964,M
1121,Geneva  ,USA ,1979,M
1122,Cmexea-Atletismo5Villa...  ,ESP ,1972,M
1123,Cape Town  ,RSA ,1964,M
1124,Alpino Benalmadena Iro...  ,ESP ,1985,M
1125,St Gratien  ,FRA ,1976,M
1126,Vaugneray  ,FRA ,1973,M
1127,Portet Athletic Club  ,FRA ,1977,F
1128,Scottsdale  ,USA ,1972,M
1129,Billericay  ,GBR ,1976,M
1130,S/L AC Haute Vilaine -...  ,FRA ,1968,M
1131,České Budějovice  ,CZE ,1983,M
1132,PSN Preaux  ,FRA ,1974,M
1133,"Tsukuba-City,Ibaraki ...  ",JPN ,1970,M
1134,Cervino Trailer  ,ITA ,1973,F
1135,Uccle  ,FRA ,1977,M
1136,"Dajia, Taichung City  ",TPE ,1978,M
1137,Kaohsiung City  ,TPE ,1971,M
1138,Corfu  ,GRE ,1975,M
1139,Lons Athle 39  ,FRA ,1971,M
1140,Rankor  ,POL ,1982,F
1141,Cabral  ,POR ,1977,M
1142,Meudon  ,FRA ,1961,M
1143,Club Universitario de ...  ,ESP ,1967,M
1144,Club Universitario de ...  ,ESP ,1964,M
1145,Hong Kong  ,HKG ,1981,M
1146,Chaville  ,FRA ,1974,M
1147,Tierra Trágame  ,ESP ,1973,M
1148,Toledo  ,BRA ,1980,M
1149,Cerveira Team Running  ,POR ,1977,M
1150,Triathlon du Pays Gras...  ,FRA ,1983,M
1151,Boulogne Billancourt  ,FRA ,1986,M
1152,Salomon  ,FRA ,1962,M
1153,TRA  ,GBR ,1977,M
1154,Esspo  ,FRA ,1963,M
1155,Columbia  ,CHN ,1978,M
1156,Saluggia  ,ITA ,1975,M
1157,Amatori Atletica Chiri...  ,ITA ,1965,M
1158,Triathlon VC Allschwil  ,SUI ,1973,F
1159,Unio Excursionista de ...  ,ESP ,1971,M
1160,Podenzano  ,ITA ,1967,M
1160,Piacenza  ,ITA ,1970,M
1162,Klub Wysokogorski W Ja...  ,POL ,1979,F
1163,C.D.Trail Running Malaga  ,ESP ,1965,M
1164,Atletica Paratico  ,ITA ,1986,M
1165,Team Lahnsteiner Brauerei  ,GER ,1969,M
1166,Chamonix  ,AUS ,1981,F
1166,Totnes  ,GBR ,1974,M
1168,Tiptree  ,GBR ,1979,M
1169,ASD Free Runners  ,ITA ,1971,M
1170,Kumamoto  ,JPN ,1975,M
1171,Arch  ,BEL ,1962,M
1172,Club26Allan  ,FRA ,1983,M
1173,Triel Sur Seine  ,FRA ,1973,M
1174,Durango Running Club  ,USA ,1978,M
1175,Team Raidlight  ,FRA ,1980,M
1176,Centre Exc. Llorenca  ,ESP ,1957,M
1177,"Atletica Casone, Noceto  ",ITA ,1974,M
1178,Villefranche Sur Saône  ,FRA ,1977,M
1179,Bretagne  ,FRA ,1973,M
1180,PLM Conflans  ,FRA ,1978,M
1181,Paredes Aventura  ,POR ,1975,M
1182,Beer Runners Barcelona  ,ESP ,1984,M
1183,Jinhua City  ,CHN ,1975,M
1184,Lyon  ,FRA ,1979,M
1185,Beijing  ,CHN ,1983,M
1186,Bray  ,IRL ,1972,M
1187,Saltrio  ,ITA ,1952,M
1188,Kielce  ,POL ,1967,M
1189,Adventure Kajak  ,SWE ,1969,M
1190,Hisings Kärra  ,SWE ,1976,M
1191,Ceibs Running Club  ,CHN ,1977,M
1192,Marbais  ,BEL ,1961,M
1193,A.S.D. Courmayeur Trai...  ,ITA ,1981,M
1194,Samoens Trail Team  ,FRA ,1955,M
1195,AS CHU Nantes  ,FRA ,1970,M
1196,AS CHU Nantes  ,FRA ,1969,M
1197,Trotones Club  ,COL ,1977,M
1198,C.A. Alcoy  ,ESP ,1965,M
1199,Singapore  ,AUS ,1976,M
1200,S/L Entente Chaumont AC  ,FRA ,1970,M
1201,Barcelona  ,CHI ,1959,M
1202,Goeblange  ,POR ,1969,M
1203,St Brice Sous Foret  ,FRA ,1966,M
1204,East Burke  ,USA ,1974,M
1205,Aiiiiidelante Team  ,ESP ,1980,M
1206,CB Sport Podistica Car...  ,ITA ,1979,M
1207,Asuncion  ,PAR ,1986,M
1208,Asuncion  ,PAR ,1963,M
1209,Orjen Outdoor  ,MNE ,1979,M
1210,Elche  ,ESP ,1981,M
1211,Srd315Sjeverozapa  ,CRO ,1975,M
1212,Senioren Lauftreff  ,GER ,1979,M
1213,Nowy Sącz  ,POL ,1969,M
1214,GAP Hautes Alpes Athle...  ,FRA ,1961,M
1215,Basecamp  ,GBR ,1983,M
1216,Blue O  ,POR ,1979,M
1217,Bobcats  ,CHN ,1981,M
1218,Caroux X Trail  ,FRA ,1977,M
1219,London  ,GBR ,1982,F
1220,Nantes  ,FRA ,1964,M
1221,Meaux  ,FRA ,1985,M
1222,Team100Mile  ,JPN ,1974,M
1223,Madrid  ,ESP ,1970,M
1224,Ultra Runner Serbia  ,SRB ,1987,M
1225,Beijing  ,CHN ,1989,M
1226,Shizuoka  ,JPN ,1976,M
1227,Tokyo  ,JPN ,1979,F
1227,Bedoin Cyclo Sport  ,FRA ,1965,M
1227,SC Arles  ,FRA ,1965,M
1230,Columbia  ,CHN ,1988,M
1231,Bergamo  ,ITA ,1978,F
1232,Treviglio  ,ITA ,1973,M
1233,Atletica Val Brembana  ,ITA ,1971,M
1234,Panama  ,PAN ,1972,M
1235,Asphalte 94  ,FRA ,1978,M
1236,Bastogne  ,FRA ,1972,M
1237,Impruneta  ,CAN ,1977,M
1238,Santander  ,ESP ,1987,M
1239,Leamington Spa  ,GBR ,1981,M
1240,Master Novara  ,ITA ,1969,M
1241,Paris  ,FRA ,1981,M
1242,Faithwalkers  ,HKG ,1982,M
1242,Faithwalkers  ,HKG ,1966,M
