Year,Rank,Time,"Surname, first name "
2022,536,36:50:07 h ," Kokorevics, Edgars"
2022,537,36:50:12 h ," Jimenez Sevilla, Victor"
2022,538,36:50:20 h ," Colas, Pascal"
2022,539,36:50:33 h ," Grinsell, Damien"
2022,539,36:50:33 h ," Halkett, Jadan"
2022,541,36:53:30 h ," Colomo Gomez, Marcial"
2022,542,36:53:48 h ," Colliard, Jean-Louis"
2022,543,36:55:09 h ," Bognier, Raphael"
2022,544,36:57:03 h ," Tournier, Florian"
2022,545,36:58:21 h ," Grahn, Sky"
2022,546,36:58:29 h ," Mourot, Sophie"
2022,547,37:02:09 h ," Glaze, Andrew"
2022,548,37:03:09 h ," Le Meur, Aurelien"
2022,549,37:04:42 h ," Chable, Julien"
2022,550,37:04:59 h ," Mangili, Ivo Paolo"
2022,551,37:07:10 h ," Garcia Gutierrez, Miguel Angel"
2022,552,37:08:02 h ," Mainfroy, Baptiste"
2022,553,37:08:10 h ," Dorado, Eduardo Gabriel"
2022,554,37:08:23 h ," Bigot, Cyrille"
2022,555,37:08:36 h ," Michel, Roxane"
2022,556,37:08:38 h ," Seccia, Renzo"
2022,557,37:08:57 h ," Siegenthaler, Patric"
2022,558,37:09:02 h ," Mercet, Gerald"
2022,559,37:11:50 h ," Knight, Steven"
2022,560,37:11:54 h ," Holzscherer, Gregoire"
2022,561,37:12:21 h ," Bardet, Maxime"
2022,562,37:12:31 h ," Burnhams, Jonathan"
2022,563,37:13:01 h ," Peyrint, Christophe"
2022,564,37:13:22 h ," Malenfant, Sylvain"
2022,565,37:13:50 h ," Cartailler, Mathias"
2022,566,37:14:11 h ," Boulier, Remi"
2022,567,37:14:43 h ," Fawcett, Rachel"
2022,568,37:16:56 h ," Esposito, Mirko"
2022,569,37:17:03 h ," Burani, Davide"
2022,570,37:17:09 h ," Villalba Lujan, Carles"
2022,571,37:17:16 h ," Delecluse, Gregory"
2022,572,37:17:41 h ," Beretta, Roberto"
2022,573,37:19:12 h ," Jeanvoine, Stephane"
2022,574,37:19:49 h ," Chan, Kwok-Keung"
2022,575,37:20:03 h ," Isikli, Ilhan"
2022,576,37:21:35 h ," Veltri Baker, Caroline"
2022,577,37:23:17 h ," Legros, Ludovic"
2022,578,37:23:57 h ," Romero Garcia, Jose Daniel"
2022,578,37:23:57 h ," Zea Aragon, Sergio"
2022,580,37:24:14 h ," Lopez Sanchez, Diego"
2022,581,37:25:24 h ," Medeiros, Andre"
2022,582,37:26:52 h ," Kulcsar, Andras"
2022,583,37:27:37 h ," Staprans, Aleksandr"
2022,584,37:28:57 h ," Vu, Florent"
2022,585,37:29:10 h ," Nguyen, Trung"
2022,586,37:29:41 h ," Rigo Servera, Jaume"
2022,587,37:29:42 h ," Morell Stemmler, Roman"
2022,588,37:32:17 h ," Fujita, Shinichiro"
2022,589,37:32:25 h ," Farcy, Cedric"
2022,590,37:33:06 h ," Duboille, Yohann"
2022,591,37:34:18 h ," Wärmländer, Alexis"
2022,592,37:36:23 h ," Turzo, Marc"
2022,593,37:36:43 h ," Howard, George"
2022,594,37:36:58 h ," Kunicki, Konrad"
2022,595,37:36:59 h ," Hickman, Clay"
2022,596,37:37:05 h ," Rage, Julien"
2022,597,37:37:39 h ," Uddgren, Fredrik"
2022,598,37:37:59 h ," Gourgot, Sebastien"
2022,599,37:38:18 h ," Thomas, Gethin"
2022,600,37:38:39 h ," Jones, Nick"
2022,601,37:39:39 h ," Poncet, David"
2022,602,37:39:41 h ," Vogel, Todd"
2022,603,37:40:27 h ," Myrbakk, Greger"
2022,604,37:40:50 h ," Gentais, Raphael"
2022,605,37:40:51 h ," Nevoux, Pierre"
2022,606,37:41:08 h ," Peyrard, Ella"
2022,607,37:41:27 h ," Clarke, Zachary"
2022,608,37:42:02 h ," Trillaud, Alexandre"
2022,609,37:42:09 h ," Amneskog, Tomas"
2022,610,37:42:11 h ," Werling, Yann"
2022,611,37:43:12 h ," Chankrachang, Tanapong"
2022,612,37:43:16 h ," Tolga, Uz"
2022,613,37:43:58 h ," Malaman, Arthur"
2022,614,37:44:02 h ," Patrux, Romain"
2022,615,37:44:33 h ," Pignol, Ghislain"
2022,616,37:44:44 h ," Meneghel, Stephane"
2022,617,37:46:16 h ," Lauriol, Vincent"
2022,618,37:47:03 h ," Castle, Fiona"
2022,619,37:47:06 h ," Islip, Georgie"
2022,620,37:47:50 h ," Hadet, Arthur"
2022,621,37:48:01 h ," Rode, Corentin"
2022,622,37:49:24 h ," Balester, Benjamin"
2022,623,37:49:49 h ," Rescorla, Eric"
2022,624,37:50:44 h ," Vernhes, Edouard"
2022,625,37:50:45 h ," Dundon, Stephen Brian"
2022,626,37:50:51 h ," Lillo Tejeda, Ignacio Javier"
2022,627,37:51:41 h ," Taylor, Mark"
2022,628,37:56:19 h ," Lovera, Pierluigi"
2022,629,37:56:26 h ," Puangjit, Somyot"
2022,630,37:58:54 h ," Dunn, Andy"
2022,631,37:59:58 h ," Blanchetti, Davide"
2022,632,38:00:17 h ," Vivier, Valentin"
2022,633,38:01:43 h ," Oliveira, Luis"
2022,634,38:02:04 h ," D'Agostini, Nico"
2022,635,38:02:27 h ," Flechet, David"
2022,636,38:03:30 h ," Locci, Philippe"
2022,637,38:05:20 h ," Rouxel, Willy"
2022,638,38:05:24 h ," Folscheid, Guillaume"
2022,639,38:05:59 h ," Bigler, Maxime"
2022,640,38:06:00 h ," Bigler, Christophe"
2022,641,38:06:04 h ," Descombes, Guillaume"
2022,642,38:06:06 h ," Pellicioli, Luca"
2022,643,38:06:09 h ," Pavan, Luca"
2022,644,38:06:14 h ," Gordillo Alvarin, Oliver"
2022,645,38:06:20 h ," Guelaff, Michael"
2022,646,38:06:22 h ," Mackoj, Krzysztof"
2022,647,38:07:11 h ," Lenhardt, Romain"
2022,648,38:07:43 h ," Lafreniere, Audree"
2022,649,38:07:50 h ," Le Moing, Sebastien"
2022,650,38:09:37 h ," Steponavicius, Antanas"
2022,651,38:09:38 h ," Dvelys, Aurelijus"
2022,652,38:10:12 h ," Lefebvre, Quentin"
2022,653,38:10:32 h ," Delessert, Serge"
2022,654,38:10:46 h ," Wethacz, Dariusz"
2022,655,38:11:10 h ," Chibane, Alexandre"
2022,656,38:11:22 h ," Quillet, Cedric"
2022,657,38:11:43 h ," Whitworth, John"
2022,658,38:12:32 h ," Stankovic, Sinisa"
2022,659,38:13:00 h ," Breniaux, Alexandre"
2022,660,38:13:07 h ," Tourscher, Jerome"
2022,661,38:13:48 h ," Bernardo Moraleda, Oscar"
2022,662,38:13:59 h ," Aragon Gutierrez, Sergio"
2022,663,38:14:15 h ," Surubaru, Diana"
2022,664,38:15:46 h ," Marrero Vega, Pedro Jesus"
2022,665,38:16:40 h ," Duboisse, Sebastien"
2022,666,38:16:48 h ," Herrera Martinez, Manuel"
2022,667,38:17:08 h ," Orihuela Rodriguez, Francisco"
2022,668,38:17:31 h ," Giesser, Tobias"
2022,669,38:17:56 h ," Ben Belgacem, Hamdi"
2022,670,38:18:05 h ," Mansouri, Nacer Zakaria"
2022,671,38:18:18 h ," Welton, Chris"
2022,672,38:18:58 h ," Ruiz Henestrosa Campos, Juan"
2022,673,38:19:02 h ," Baujard, Jean-Marc"
2022,674,38:19:10 h ," Choppe, Yann"
2022,675,38:19:31 h ," Kluzik, Jens"
2022,676,38:20:15 h ," Katila, Matti"
2022,677,38:20:34 h ," Steen, Benjamin"
2022,678,38:20:51 h ," Steblin, Alexej"
2022,679,38:21:02 h ," Preslar, Matthew"
2022,680,38:21:56 h ," Le Meitour, Maxime"
2022,681,38:22:03 h ," Long, Nathalie"
2022,682,38:22:04 h ," Hlynka, Anthony"
2022,683,38:23:23 h ," Lancia, Ilaria"
2022,684,38:23:24 h ," Garre, Luca"
2022,685,38:23:33 h ," Chamoun, Michael"
2022,686,38:23:41 h ," Stephan, Thibaut"
2022,687,38:23:45 h ," Foulquie Padilla, Juan Jose"
2022,688,38:23:49 h ," Smith, Oliver"
2022,689,38:24:08 h ," Schacht, Wim"
2022,690,38:26:23 h ," Ritson, Ashlee"
2022,691,38:26:26 h ," Bouley, Didier"
2022,692,38:27:04 h ," Taillard, Gregory"
2022,693,38:27:16 h ," Bissett, Mark"
2022,694,38:27:20 h ," Duine, Jean-Michel"
2022,695,38:27:48 h ," Baudon, Eddy"
2022,696,38:28:24 h ," Lecourt, Nicolas"
2022,697,38:29:01 h ," Dulhoste, Frederic"
2022,698,38:31:21 h ," Azmi, Naaman"
2022,699,38:31:29 h ," Nybacka, Mikko"
2022,700,38:32:44 h ," Ailloud, Cyril"
2022,701,38:32:50 h ," Sebert, Caroline"
2022,702,38:33:36 h ," Hutchinson, George-Brian"
2022,703,38:34:33 h ," Mendez Gonzalez, Juan Carlos"
2022,704,38:35:14 h ," Gonzalez Millan, Jose Humberto"
2022,705,38:35:36 h ," Lucas, Francois"
2022,706,38:35:37 h ," Mahachot, Phitchanan"
2022,707,38:36:15 h ," Somplatzki, Andre"
2022,708,38:37:34 h ," Beaudou, Tiphaine"
2022,709,38:38:09 h ," Arnaud, Fabrice"
2022,710,38:38:14 h ," Wallin, Mattias"
2022,711,38:39:59 h ," Astrua Garcia, Andres"
2022,712,38:40:37 h ," Jechoux, Cyril"
2022,713,38:40:57 h ," Martins, Jose"
2022,714,38:41:43 h ," Fok Bor, Anthony"
2022,715,38:42:27 h ," Kirchmayr, Arno M."
2022,716,38:43:13 h ," Soulimant, Simon"
2022,717,38:43:14 h ," Lucas, Alexandre"
2022,718,38:45:19 h ," Bernal Hurtado, Daniel"
2022,719,38:46:06 h ," Manulat, Patrick Earl"
2022,720,38:46:13 h ," Collins, Matt"
2022,721,38:46:59 h ," Wojtas, Janusz"
2022,722,38:48:02 h ," Fergen, Jochen"
2022,722,38:48:02 h ," Larsson, Fredrik"
2022,724,38:48:03 h ," Stenbom, Tobbe"
2022,725,38:48:46 h ," Matsui, Koichi"
2022,726,38:48:51 h ," Sakai, Takashi"
2022,727,38:48:57 h ," Akapan, Pollaphat"
2022,728,38:49:03 h ," Marguet, Nicolas"
2022,729,38:49:29 h ," Fernandes, Mickael"
2022,730,38:49:54 h ," Hocquaux, Christian"
2022,731,38:49:55 h ," Robin, Christophe"
2022,732,38:50:25 h ," de Levezou de Vesins, Hugues"
2022,733,38:50:42 h ," Moulding, Jonathan"
2022,734,38:51:42 h ," Iwasaki, Masaaki"
2022,735,38:51:52 h ," Dibadge, Payam"
2022,736,38:52:35 h ," Devos, Fabien"
2022,736,38:52:35 h ," Vereecke, Valentin"
2022,738,38:52:58 h ," Chong, Kwok-Chin"
2022,739,38:52:59 h ," Man, Ka-Ming (Dickson)"
2022,740,38:54:02 h ," Sorensen, Christian"
2022,741,38:55:02 h ," Fernandez, Roger"
2022,742,38:55:30 h ," Le Collonnier, David"
2022,743,38:55:59 h ," Bergeon, Fabrice"
2022,744,38:58:03 h ," Adelmann, Yann"
2022,745,38:58:25 h ," Basford, Darren"
2022,746,38:59:06 h ," Barucco, Federico"
2022,747,38:59:58 h ," Charlopin, Yannick"
2022,748,39:00:38 h ," Bernard, Clement"
2022,749,39:00:43 h ," Koga, Yoshihiro"
2022,750,39:01:00 h ," Garnier, David"
2022,751,39:02:29 h ," Davayat, Gwennael"
2022,752,39:02:35 h ," Arnaud, Romain"
2022,753,39:02:41 h ," Martineau, Loic"
2022,754,39:03:37 h ," Sajovic, Blaz"
2022,755,39:04:19 h ," Bonissone, Sebastian"
2022,756,39:04:22 h ," Perrone, Nestor Fabian"
2022,757,39:04:33 h ," Mallon, Matthew"
2022,758,39:05:13 h ," Schuster, Nicolas"
2022,759,39:05:14 h ," Gering, Laurent"
2022,760,39:05:52 h ," Sadlo, Tomasz"
2022,761,39:06:01 h ," Allegret-Bourdon, Franck"
2022,762,39:06:40 h ," Wijnands, Bart"
2022,763,39:07:00 h ," Avenel, Quentin"
2022,764,39:07:10 h ," Martini, Diego"
2022,765,39:08:11 h ," Auroy, Richard"
2022,766,39:08:30 h ," Groucott, Adam"
2022,767,39:11:55 h ," Yamamoto, Samuel"
2022,768,39:12:58 h ," Arnaud, Sebastien"
2022,769,39:13:14 h ," Hauwel, Mathieu"
2022,770,39:13:24 h ," de Sa, Aurelien"
2022,771,39:13:28 h ," Ramette, Valentine"
2022,772,39:13:40 h ," Diaz, Omar"
2022,773,39:15:08 h ," Lam, Chun-Wing (Joshua)"
2022,774,39:15:23 h ," Semiotas, Daugirdas"
2022,775,39:15:30 h ," Backlund, Pontus"
2022,776,39:16:28 h ," Bidoli, Romain"
2022,777,39:17:09 h ," Boron, Yannick"
2022,778,39:17:10 h ," Pasquier, Nicolas"
2022,779,39:17:14 h ," Baranowski, Jacek"
2022,780,39:17:30 h ," de Mil-Homens Pessa, Gustavo Filipe"
2022,781,39:17:37 h ," Salcedo Peris, Gregorio"
2022,782,39:18:52 h ," Pedroletti-Clifford, Genevieve"
2022,783,39:19:20 h ," Fernandez Camacho, Rodrigo"
2022,784,39:19:23 h ," Bosc-Bierne, Benoit"
2022,785,39:19:39 h ," Fleurot, Jeremy"
2022,786,39:19:52 h ," Humblot, Gilles"
2022,787,39:21:36 h ," Fernandez Alonso, Ruben"
2022,788,39:21:48 h ," Armistead, Peter"
2022,789,39:21:55 h ," Plisson, Geoffrey"
2022,790,39:26:12 h ," Allison, Keith"
2022,791,39:27:06 h ," Ballenilla Marco, Victoria"
2022,792,39:27:16 h ," Iwasaki, Toshiyuki"
2022,793,39:27:27 h ," Corrales Valls, Ramon"
2022,794,39:27:58 h ," Betous, Jeremy"
2022,795,39:28:43 h ," Kondo, Nobuhiro"
2022,796,39:28:47 h ," Shao, Sebastien"
2022,797,39:29:23 h ," Steeno, Anthony"
2022,798,39:30:03 h ," Rosario Alonso, Daniel"
2022,799,39:30:14 h ," Cognard, Nicolas"
2022,800,39:30:15 h ," Pescinski, Janina"
2022,801,39:30:47 h ," Jeanroy, Thibaut"
2022,802,39:31:13 h ," Graizon, Martin"
2022,803,39:31:24 h ," Nguyen, Truong-Son"
2022,804,39:31:39 h ," Korichi, Karim"
2022,805,39:31:51 h ," Bruno, John"
2022,806,39:32:00 h ," Cellier, Sebastien"
2022,807,39:32:08 h ," Matyiko, Gabriel"
2022,808,39:32:27 h ," Gabutti, Diego"
2022,809,39:33:06 h ," Clerc Pithon, Quentin"
2022,810,39:33:52 h ," Cox, Stuart"
2022,811,39:33:54 h ," Curdy, Maxence"
2022,812,39:34:11 h ," Liimatainen, Osmo"
2022,813,39:34:44 h ," Leuwerke, Jeff"
2022,814,39:35:03 h ," Harem, Robert"
2022,815,39:35:17 h ," Capili, Aleksis"
2022,816,39:35:56 h ," Schiaratura, Linda"
2022,817,39:36:00 h ," Lemenager, Guillaume"
2022,818,39:36:07 h ," Bauge, Thomas"
2022,819,39:36:44 h ," Porto, Rafael"
2022,820,39:36:55 h ," Mandier, Alexis"
2022,821,39:37:17 h ," Herrera Cala, Fernando"
2022,822,39:37:38 h ," Romero Lagos, David"
2022,823,39:37:56 h ," Sattlegger, Rudolf"
2022,824,39:37:57 h ," Jordaan, Johan"
2022,825,39:38:27 h ," Gonzalez Garcia, Raul"
2022,826,39:38:39 h ," Alberti, Giulia"
2022,827,39:39:24 h ," Marchand, Michel"
2022,828,39:39:28 h ," Bernard, Laurent"
2022,829,39:40:02 h ," Jeunieaux, Yoann"
2022,830,39:41:12 h ," Colussi, Mathieu"
2022,831,39:41:35 h ," Pasquier, Laurent"
2022,832,39:41:47 h ," Riou, Eric"
2022,833,39:41:57 h ," Charlos, Anthony"
2022,834,39:41:58 h ," Cholet, Guillaume"
2022,835,39:42:02 h ," Charentus, Thierry"
2022,836,39:42:52 h ," Peuchot, Florian"
2022,837,39:43:12 h ," Pascal Rovira, Eduard"
2022,838,39:43:15 h ," Irwin, Daniel"
2022,839,39:44:44 h ," Peterson, Dale"
2022,840,39:44:47 h ," Chaprier, Benjamin"
2022,841,39:45:41 h ," Del Rey Rubio, Antonio Francisco"
2022,842,39:45:48 h ," Brooks, Mark"
2022,843,39:46:05 h ," Markic, Silvo"
2022,844,39:46:58 h ," Chulliat, Olivier"
2022,845,39:48:37 h ," Sampaio Bravo da Fonseca, Joao Nuno"
2022,846,39:49:37 h ," Geada Ferreira Onca, Luis Miguel"
2022,847,39:49:41 h ," Rutherford, Adam"
2022,848,39:50:41 h ," Mroz, Marcin"
2022,849,39:50:52 h ," Coumes, Christophe"
2022,850,39:50:56 h ," Holt, Anthony"
2022,851,39:51:15 h ," Bouchoux, Romain"
2022,852,39:51:26 h ," Mildon, Bryce"
2022,853,39:51:56 h ," Poulain, Jerome"
2022,854,39:52:20 h ," Ciliesa, Roberto"
2022,855,39:52:59 h ," Zambrzycka-Rozner, Ewa"
2022,856,39:53:24 h ," Capra, Fabrizio"
2022,857,39:55:04 h ," Guais, Maxime"
2022,858,39:55:44 h ," Taylor, Joseph"
2022,859,39:56:08 h ," Podstata, Christophe"
2022,860,39:56:16 h ," Almeida, Hugo Samuel"
2022,861,39:56:23 h ," Adam, Guillaume"
2022,862,39:56:26 h ," Deiss, Matthieu"
2022,863,39:56:29 h ," Guilbeau, Richard"
2022,864,39:56:34 h ," Perrin, Remi"
2022,865,39:56:48 h ," Dodrimont, Cedric"
2022,866,39:57:02 h ," Prince, Ed"
2022,867,39:57:05 h ," Qin, Gang"
2022,868,39:58:27 h ," Voutaz, Jean-Christophe"
2022,869,39:58:34 h ," Jacobelli, Thibaut"
2022,870,39:58:45 h ," Obein, Gael"
2022,871,39:58:52 h ," Boyle, Damian"
2022,872,39:59:09 h ," Michel, Alain"
2022,873,39:59:42 h ," Couret, Brice"
2022,874,39:59:54 h ," Pietluszenko, Dariusz"
2022,875,40:00:41 h ," Beaulieu, Patrick"
2022,876,40:00:42 h ," Geiple, Zach"
2022,877,40:00:52 h ," Hall, Daniel"
2022,878,40:01:36 h ," Aglinskas, Tomas"
2022,879,40:01:45 h ," Diaz Izquierdo, Jose Javier"
2022,880,40:02:41 h ," Quintilla, Eric"
2022,881,40:03:12 h ," Trontelj, Marija"
2022,882,40:04:01 h ," Wickless, Andrew"
2022,883,40:08:01 h ," Bordier, Charles"
2022,884,40:09:08 h ," Basalo Ochoa, Jose Luis"
2022,885,40:09:30 h ," Gagne, Eric"
2022,886,40:10:05 h ," Descombes, Pierre-Yves"
2022,887,40:11:29 h ," Vara, Humberto"
2022,888,40:11:39 h ," Zekaj Duli, Myrvete"
2022,889,40:12:10 h ," Georget, Guillaume"
2022,890,40:12:17 h ," Stykowski, Slawomir"
2022,891,40:12:25 h ," Hernandez Torres, Serafin"
2022,892,40:12:36 h ," Suarez Rodriguez, Ezequiel"
2022,893,40:12:37 h ," Rivas Rangel, Antonio"
2022,894,40:12:46 h ," Foulon, Bertrand"
2022,895,40:13:17 h ," Rivas, Javier"
2022,896,40:14:04 h ," Lagarde, Bruno"
2022,897,40:14:09 h ," Betend, Nicolas"
2022,898,40:14:32 h ," Faella, Samuel"
2022,899,40:15:55 h ," Alvez Barrero, Fernando"
2022,900,40:16:17 h ," Horrobin, Andrew"
2022,901,40:16:21 h ," de Beer, Nic"
2022,902,40:17:23 h ," Blotti, Sergio"
2022,903,40:17:24 h ," Guerra, Giuliano"
2022,904,40:18:13 h ," Vltavsky, Petr"
2022,905,40:19:07 h ," Martin, Pascal"
2022,906,40:19:18 h ," Chapuis, Guillaume"
2022,907,40:19:19 h ," Cuoq, Herve"
2022,908,40:19:22 h ," Moore, Jeffrey"
2022,909,40:19:42 h ," Gil Roldan, Sergio"
2022,910,40:20:04 h ," Joniez, Andrea"
2022,911,40:20:16 h ," Queru, Guillaume"
2022,912,40:20:19 h ," Bordini, Gianluca"
2022,913,40:21:30 h ," Vaillant, Mathieu"
2022,914,40:22:07 h ," Naras, Philippe"
2022,915,40:22:11 h ," Charlot, Tony"
2022,916,40:24:04 h ," Monrolin, Johann"
2022,917,40:25:02 h ," Fournier, Christophe"
2022,918,40:25:04 h ," Etienne, Frederic"
2022,919,40:25:53 h ," Padron Perez, Bruno Roman"
2022,920,40:25:54 h ," Amaya Herrera, Sergio"
2022,921,40:26:12 h ," Ribalta Coma-Cros, Jordi"
2022,922,40:27:25 h ," Pasnon, Vincent"
2022,923,40:27:48 h ," Franchet, Yann"
2022,924,40:28:02 h ," Surubaru, Adrian"
2022,925,40:28:08 h ," Couturier, Christophe"
2022,926,40:28:28 h ," Vinas Castillo, Javier"
2022,927,40:29:04 h ," Arnould, Paul"
2022,928,40:29:14 h ," Pizzinatto, Gustavo Anibal"
2022,929,40:29:26 h ," Favennec, Jean-Yves"
2022,930,40:30:11 h ," Peris Granell, Ramon"
2022,931,40:30:50 h ," Meredith, Joel"
2022,932,40:30:52 h ," Brennwald, Alex"
2022,933,40:31:03 h ," Salvatierra Atencia, Salvador"
2022,934,40:32:16 h ," Brice, Eric"
2022,935,40:32:33 h ," Cron, Christophe"
2022,936,40:32:40 h ," Araujo Pescador, Vicente"
2022,936,40:32:40 h ," Tallis, Matthew"
2022,938,40:33:36 h ," Studeny, Lubomir"
2022,939,40:35:47 h ," Muller, Francois"
2022,940,40:35:54 h ," Kowalczyk, Adam"
2022,941,40:36:22 h ," Chameau, Jerome"
2022,942,40:38:39 h ," Chrzanowski, Piotr"
2022,943,40:39:36 h ," Spelmans, Christophe"
2022,944,40:40:27 h ," Font Pinol, Jordi"
2022,944,40:40:27 h ," Beas Pizarro, Ivan"
2022,946,40:40:34 h ," Pedersen, Tina"
2022,947,40:40:39 h ," Dhonneur, Sylvain"
2022,948,40:40:42 h ," Fuller-Wintle, Emilie"
2022,949,40:40:46 h ," Wildberger, Gabriel"
2022,950,40:41:04 h ," Ruchonnet, Jerome"
2022,951,40:41:25 h ," Ross, William"
2022,952,40:42:10 h ," Braidwood, Douglas"
2022,953,40:43:36 h ," Asahara, Satomi"
2022,954,40:43:58 h ," Fagundes Amorim, Samuel"
2022,955,40:44:06 h ," Ferrero, Jerome"
2022,956,40:44:08 h ," Heredero Ordoyo, Jose Andres"
2022,957,40:44:34 h ," Sic Cajbon, Kelinton Ottoniel"
2022,958,40:44:43 h ," Solzi, Nicola"
2022,959,40:45:36 h ," Fletcher, Matt"
2022,960,40:45:42 h ," Haesaert, David"
2022,961,40:47:14 h ," Gallois, Herve"
2022,962,40:47:24 h ," Gasnier, Thomas"
2022,963,40:47:33 h ," Webb, Brandon"
2022,964,40:47:45 h ," Schmitt, Fabien"
2022,965,40:48:31 h ," Chatelain, Alexandre"
2022,965,40:48:31 h ," Houdot, Misha"
2022,967,40:48:40 h ," Saez, Richard"
2022,968,40:49:09 h ," dos Santos, Vagner"
2022,969,40:49:51 h ," Trundley, Tony"
2022,970,40:50:09 h ," Toucheque, Gregory"
2022,971,40:51:03 h ," Le Gouedec, Guillaume"
2022,971,40:51:03 h ," Momy, Jimmy"
2022,973,40:51:12 h ," Baudy, Marc"
2022,974,40:52:16 h ," Simpson, Christopher"
2022,975,40:53:49 h ," Dicks, David"
2022,976,40:53:52 h ," Belanger, Dominic"
2022,977,40:55:16 h ," Tailland, Jean-Philippe"
2022,977,40:55:16 h ," Derrey, Mathieu"
2022,979,40:55:22 h ," Meilvang, Kasper Floe"
2022,980,40:55:29 h ," Celestin Devendra, Benedict"
2022,981,40:57:32 h ," Allou, Nicolas"
2022,982,40:57:41 h ," Billon, Gregory"
2022,982,40:57:41 h ," White, Deuglan"
2022,984,40:57:47 h ," Cossio, Rufino"
2022,985,41:00:29 h ," Charpentier, Jeremy"
2022,986,41:01:12 h ," Covey, Kate"
2022,987,41:01:25 h ," Herrera Rodriguez, Pablo"
2022,987,41:01:25 h ," Ruiz Aragon, Miguel"
2022,989,41:01:32 h ," Aunay, Fabien"
2022,990,41:01:40 h ," Romeas, Jean-Pierre"
2022,991,41:01:52 h ," Elvira Minguez, Jose Maria"
2022,992,41:01:55 h ," Hernandez Dominguez, Alberto"
2022,993,41:02:40 h ," Sierociuk, Adrian"
2022,994,41:03:02 h ," Flores Sevillano, Josu"
2022,995,41:03:16 h ," McArthur, John"
2022,996,41:04:05 h ," Blanco Zambrano, Jose Manuel"
2022,997,41:04:23 h ," Galbraith, Kimball"
2022,998,41:04:46 h ," Panader, Eric"
2022,998,41:04:46 h ," Morais, Paulo"
2022,1000,41:05:41 h ," Decock, Jeremy"
2022,1000,41:05:41 h ," Petrissans, Frederic"
2022,1002,41:05:47 h ," Ritou, Guillaume"
2022,1003,41:05:51 h ," Tahani, Nasser"
2022,1004,41:05:59 h ," Jeanjean, David"
2022,1005,41:06:07 h ," Lebeau, Antoine"
2022,1006,41:06:13 h ," Raventos Mestres, Rafel"
2022,1007,41:07:16 h ," Cariali, Flavio"
2022,1008,41:08:12 h ," Chen, Yong-Chuang"
2022,1009,41:09:21 h ," Elam, Matthew"
2022,1010,41:09:37 h ," Campos, Emmanuel"
2022,1011,41:10:36 h ," Guerin, Samuel"
2022,1012,41:10:47 h ," del Canizo Nadal, Miguel"
2022,1013,41:11:04 h ," Sifonios, David"
2022,1014,41:12:32 h ," Brady, John"
2022,1015,41:12:33 h ," Brady, Casey"
2022,1016,41:12:34 h ," Rautio, Antti"
2022,1017,41:13:03 h ," Guyard, Aurelien"
2022,1018,41:14:15 h ," Gallego, Heguilen Facundo"
2022,1019,41:14:31 h ," Macho, Laurent"
2022,1020,41:16:01 h ," Alding, Marc"
2022,1021,41:17:05 h ," Solina Bundo, Albert"
2022,1022,41:17:06 h ," Martinez Torrente, Valentin"
2022,1023,41:17:19 h ," Moreton, Christopher"
2022,1024,41:17:31 h ," Cartier, Emmanuel"
2022,1025,41:17:36 h ," Seewald, David"
2022,1026,41:18:10 h ," Lemonsu, Stephan"
2022,1027,41:18:23 h ," Teitsson, Andri"
2022,1028,41:18:41 h ," Geraud, Nicolas"
2022,1029,41:19:04 h ," Martinez Monge, Ivan"
2022,1030,41:19:49 h ," F Bastos, Jorge"
2022,1031,41:20:02 h ," Gasiorowski, Andrzej"
2022,1032,41:20:21 h ," Buet, Christophe"
2022,1033,41:20:22 h ," Woolley, Robert"
2022,1034,41:20:57 h ," Groux, Alex"
2022,1035,41:21:41 h ," Gomis, Philippe"
2022,1036,41:21:58 h ," Fitti, Annalisa"
2022,1037,41:22:09 h ," Ishida, Yuki"
2022,1038,41:22:15 h ," Leperlier, Eric"
2022,1039,41:22:27 h ," Pinell Hernandez, Albert"
2022,1040,41:23:20 h ," Murphy, Craig"
2022,1041,41:24:28 h ," Bachmann, Matthias"
2022,1042,41:24:53 h ," Tonti, Daniele"
2022,1043,41:25:19 h ," Gandubert, Loic"
2022,1044,41:25:58 h ," Dequeker, Charlotte"
2022,1045,41:26:00 h ," Kjellberg, Marcus"
2022,1046,41:26:05 h ," Pattison, Gary"
2022,1047,41:26:06 h ," Brigham, David"
2022,1048,41:26:08 h ," Gabrielle, Brice"
2022,1049,41:26:12 h ," Narbett, Oliver"
2022,1050,41:27:20 h ," Serra Peinado, Nil"
2022,1051,41:28:56 h ," Poirier, Bruno"
2022,1052,41:29:02 h ," Solorzano Perez, Carlos"
2022,1053,41:29:26 h ," Yanez Beas, Carlos"
2022,1054,41:29:50 h ," Humeau, Anthony"
2022,1055,41:30:55 h ," Dumas, Stephane"
2022,1056,41:31:26 h ," Terray, Nicolas"
2022,1057,41:31:40 h ," Przerwa, Andrzej"
2022,1058,41:31:53 h ," Lecco, Mauro"
2022,1059,41:32:05 h ," Kawame, Yuya"
2022,1060,41:34:10 h ," Macquart, Gregory"
2022,1061,41:34:14 h ," Weber, Antoine"
2022,1062,41:34:41 h ," Roizot, Sebastien"
2022,1063,41:35:17 h ," Leroi, Laurent"
2022,1064,41:35:22 h ," Brosseau, Sebastien"
2022,1064,41:35:22 h ," Vrignaud, Antony"
