Rank,Club,Country,YOB,Gender
626,Sendas de Cuenca  ,ESP ,1972,M
627,Mitchelton  ,AUS ,1968,M
628,Podistica Valle Varaita  ,ITA ,1960,M
629,Phuket  ,THA ,1961,M
630,Bristol and West AC  ,GBR ,1977,M
631,Atletica Levante  ,ITA ,1983,M
632,Cap92  ,FRA ,1983,M
633,Viseu Trail  ,POR ,1976,M
634,PIE Veloce Maserada  ,ITA ,1976,M
635,AS Magenta  ,FRA ,1969,M
636,Arpa  ,FRA ,1971,M
637,Run & Bike Petit Mars  ,FRA ,1977,M
638,Munich  ,FRA ,1983,M
639,Les Diablerets  ,SUI ,1992,M
640,Farvagny-Le-Petit  ,SUI ,1983,M
641,Raideurs 2000  ,FRA ,1988,M
642,Vimercate  ,ITA ,1964,M
643,Runners Team Zanè  ,ITA ,1977,M
644,Santa Coloma De Cervelló  ,ESP ,1978,M
645,Hyères - La Capte  ,FRA ,1973,M
646,EL-Mackojć  ,POL ,1973,M
647,Eaubonne  ,FRA ,1986,M
648,North Vancouver  ,CAN ,1987,F
649,La Chaize Le Vicomte  ,FRA ,1978,M
650,Neko Runners  ,LTU ,1978,M
651,SK S-Sportas  ,LTU ,1988,M
652,Basel Dragons Running ...  ,FRA ,1988,M
653,Team Jorat  ,SUI ,1968,M
654,Ultra-Bies Team  ,POL ,1986,M
655,Villiers Sport et Culture  ,FRA ,1979,M
656,E2A  ,FRA ,1979,M
657,Crowthorne  ,GBR ,1982,M
658,AK Vranjski Maratonci  ,SRB ,1988,M
659,Avoc  ,FRA ,1985,M
660,Colmar Marathon Club  ,FRA ,1988,M
661,Pinto  ,ESP ,1979,M
662,Trazacaminos  ,ESP ,1973,M
663,Martonerun  ,ROU ,1978,F
664,Valleseco Trail  ,ESP ,1983,M
665,Varces  ,FRA ,1985,M
666,Grupo Mohinora  ,MEX ,1970,M
667,LA Zancada de Torredon...  ,ESP ,1983,M
668,Tempo-Sport BE the Change  ,SUI ,1980,M
669,Tunisia  ,TUN ,1991,M
670,Nancy  ,ALG ,1979,M
671,Keswick  ,GBR ,1972,M
672,HSN Team  ,ESP ,1981,M
673,LA Foulee Muroise  ,FRA ,1969,M
674,Club de Trail de Montreal  ,CAN ,1986,M
675,ASC Konstanz  ,GER ,1988,M
676,Jyvaskyla Trail Runners  ,FIN ,1981,M
677,Tete D'Or Runners  ,FRA ,1978,M
678,Limburg  ,GER ,1967,M
679,Cloudcroft  ,USA ,1972,M
680,Courir A Plusieurs  ,FRA ,1990,M
681,"Kelowna, Bc  ",CAN ,1983,F
682,Kelowna  ,CAN ,1978,M
683,Runaway Milano ASD  ,ITA ,1991,F
684,Atletica Valle Scrivia  ,ITA ,1979,M
685,Los Angeles  ,USA ,1983,M
686,Labaroche  ,FRA ,1989,M
687,Puerto Del Rosario  ,ESP ,1982,M
688,Hereford  ,GBR ,1978,M
689,Gent Running Team  ,BEL ,1968,M
690,South Bunbury  ,AUS ,1988,F
691,Villenave D'Ornon  ,FRA ,1970,M
692,Neuilly-Plaisance  ,FRA ,1972,M
693,Kidderminster and Stou...  ,GBR ,1965,M
694,Bordeaux Athle  ,FRA ,1972,M
695,Atras  ,FRA ,1981,M
696,Lachassagne  ,FRA ,1981,M
697,Cudos  ,FRA ,1969,M
698,"Carmel Mountain ,Haif...  ",ISR ,1987,M
699,Tawastia Trail Club  ,FIN ,1979,M
700,St Jean De Bournay  ,FRA ,1978,M
701,Run Valserine  ,FRA ,1985,F
702,UCD Dublin Room 22 Run...  ,IRL ,1967,M
703,Sitges  ,ESP ,1984,M
704,Raidlight Perú / Civa ...  ,COL ,1986,M
705,Foulees Saussinoises  ,FRA ,1982,M
706,Thailand BY Utmb  ,THA ,1977,F
707,Sporttrend Ultralaufte...  ,GER ,1977,M
708,Volodalen  ,FRA ,1988,M
709,Endurance Shop 13 / LF...  ,FRA ,1981,M
710,Trailway  ,SWE ,1981,M
711,Club Atletismo Alcoy  ,ESP ,1975,M
712,Nommay  ,FRA ,1989,M
713,Leça Da Palmeira  ,POR ,1976,M
714,Tournefeuille  ,FRA ,1980,M
715,Michelle Mouton  ,AUT ,1967,M
716,Team Legendre  ,FRA ,1982,M
717,Groupe Legendre  ,FRA ,1984,M
718,Quito  ,ECU ,1987,M
719,Tailwind Nutrition NZ  ,PHI ,1980,M
720,Chicago  ,USA ,1990,M
721,PGB Sportowa Paczka  ,POL ,1967,M
722,TC Bonn Roettgen  ,GER ,1967,M
722,Dark Trail Runners  ,SWE ,1970,M
724,Wisby Ultraloparforening  ,SWE ,1974,M
725,Team 100 Mile  ,JPN ,1971,M
726,Yokohama  ,JPN ,1968,M
727,Lamphun  ,THA ,1982,M
728,Fuans  ,FRA ,1971,M
729,Crra  ,FRA ,1981,M
730,Athle Vosges Pays de R...  ,FRA ,1969,M
731,Pessac Tri  ,FRA ,1968,M
732,Colomiers  ,FRA ,1966,M
733,Calver  ,GBR ,1978,M
734,Kaikyo AC  ,JPN ,1978,M
735,Pazan Trailrunning  ,IRI ,1984,M
736,Gantois / Vereecke  ,FRA ,1987,M
736,Mtnv  ,FRA ,1991,M
738,New Territories  ,HKG ,1987,M
739,Hong Kong  ,HKG ,1985,M
740,Park City  ,USA ,1977,M
741,Emencia  ,FRA ,1979,M
742,AS Pommeret  ,FRA ,1975,M
743,Association Sportive I...  ,FRA ,1973,M
744,EP Manosque Athletisme  ,FRA ,1978,M
745,Toowong  ,AUS ,1973,M
746,AV Sporting Team  ,ITA ,1981,M
747,Morlaas  ,FRA ,1973,M
748,Châbons  ,FRA ,1997,M
749,Kyoto  ,JPN ,1966,M
750,St Ouen  ,FRA ,1972,M
751,Saint Quintin Sur Sioule  ,FRA ,1990,M
752,Montauban  ,FRA ,1981,M
753,Ste Foy D'Aigrefeuille  ,FRA ,1971,M
754,AK Pivka  ,SLO ,1989,M
755,Skyward  ,ARG ,1984,M
756,Coronel Baigorria  ,ARG ,1975,M
757,Ojai  ,USA ,1981,M
758,Briey  ,FRA ,1981,M
759,Ravanel § CO  ,FRA ,1972,M
760,Sędzia Biega  ,POL ,1981,M
761,Saint Savournin  ,FRA ,1975,M
762,Monster  ,NED ,1969,M
763,Elbeuf  ,FRA ,1998,M
764,Genova  ,ITA ,1981,M
765,CA Balma  ,FRA ,1971,M
766,Ennis  ,NZL ,1982,M
767,Lethbridge  ,CAN ,1983,M
768,Pierrelatte  ,FRA ,1980,M
769,Avoc  ,FRA ,1977,M
770,Oxubii  ,FRA ,1979,M
771,Paris  ,FRA ,1989,F
772,Round Rock  ,USA ,1984,M
773,Hong Kong  ,HKG ,1985,M
774,Daugirdas GYM  ,LTU ,1983,M
775,Narpes OK  ,FIN ,1979,M
776,Avoc  ,FRA ,1983,M
777,OEU'Trail / Point Barre  ,FRA ,1982,M
778,Team Brioche A Pattes  ,FRA ,1989,M
779,Jacekbiega Running Team  ,POL ,1980,M
780,Puxa POR TI  ,POR ,1974,M
781,Ciudad Real  ,ESP ,1979,M
782,LE Creux de la Vague  ,FRA ,1974,F
783,Madrid  ,ESP ,1977,M
784,VfL Tegel  ,GER ,1982,M
785,Arches  ,FRA ,1987,M
786,Limagne Athletes Endur...  ,FRA ,1969,M
787,A.D. SIN Fronteras  ,ESP ,1976,M
788,Whistler  ,CAN ,1972,M
789,Villeneuve Le Comte  ,FRA ,1987,M
790,Cranbrook  ,CAN ,1964,M
791,A TO Trapo  ,ESP ,1982,F
792,Ultra Project  ,JPN ,1972,M
793,Grup Excursionista Mal...  ,ESP ,1979,M
794,AU Coeur du MDS  ,FRA ,1982,M
795,Ftrc  ,JPN ,1975,M
796,Champigny Sur Marne  ,FRA ,1974,M
797,Traverse City  ,USA ,1980,M
798,Carphial Teror Trail  ,ESP ,1993,M
799,Csst Stmicroelectronic...  ,FRA ,1974,M
800,London  ,USA ,1989,F
801,CCA Rouffach / Jusqu’A...  ,FRA ,1993,M
802,Athletique Club Paris ...  ,FRA ,1988,M
803,Bouguenais Club Triathlon  ,FRA ,1975,M
804,Avon Athletisme Club  ,FRA ,1981,M
805,Run IN  ,USA ,1986,M
806,Caluire Et Cuire  ,FRA ,1986,M
807,Pemberton Running Club  ,USA ,1979,M
808,Geneva  ,ARG ,1977,M
809,Annecy Athletisme  ,FRA ,1990,M
810,Parkdale  ,AUS ,1978,M
811,Team Invicta  ,FRA ,1991,M
812,Espoo  ,FIN ,1982,M
813,Encino  ,USA ,1981,M
814,Mount Pleasant  ,USA ,1984,M
815,Hoka Philippines  ,PHI ,1977,M
816,Soues  ,FRA ,1973,F
817,Paris  ,FRA ,1975,M
818,Valleiry  ,FRA ,1987,M
819,Belo Horizonte  ,BRA ,1983,M
820,Saint Martin D Heres  ,FRA ,1992,M
821,Club Trail Pirata Jerez  ,ESP ,1981,M
822,CD Fuente DEL Acebuche...  ,ESP ,1981,M
823,Strand  ,RSA ,1970,M
824,Bloemfontein  ,RSA ,1972,M
825,Arroyomolinos  ,ESP ,1980,M
826,Chiavari  ,ITA ,1986,F
827,Maurienne Trail  ,FRA ,1981,M
828,les Baladins de Jardres  ,FRA ,1974,M
829,Bâtiment Principal  ,FRA ,1983,M
830,Lyon  ,FRA ,1984,M
831,Raid'YON  ,FRA ,1967,M
832,Saint Malo Sports Loisirs  ,FRA ,1970,M
833,Entente Angevine Athle...  ,FRA ,1970,M
834,100% Trail Angers  ,FRA ,1983,M
835,Echalas  ,FRA ,1975,M
836,Triathl'AIX  ,FRA ,1996,M
837,Gemi  ,ESP ,1983,M
838,London  ,GBR ,1975,M
839,Snoqualmie  ,USA ,1972,M
840,les Rangers du Risque  ,FRA ,1986,M
841,Mediterunners  ,ESP ,1974,M
842,Puretrail Running  ,GBR ,1966,M
843,Amfibija Trail Adventures  ,SLO ,1964,M
844,Bernin  ,FRA ,1968,M
845,OCS-Arrabida Trail Team  ,POR ,1967,M
846,Morcegos Trail Club  ,POR ,1972,M
847,Hoddesdon  ,GBR ,1979,M
848,STR Poznań / Wild Beavers  ,POL ,1978,M
849,Portiragnes  ,FRA ,1979,M
850,Morpeth  ,GBR ,1975,M
851,Arc Sur Tille  ,FRA ,1982,M
852,Salt Lake City  ,USA ,1979,M
853,AS Effiat  ,FRA ,1976,M
854,Climb Runners  ,ITA ,1976,M
855,Władysławów  ,POL ,1983,F
856,Alessandria  ,ITA ,1973,M
857,Limours  ,FRA ,1993,M
858,"Salt Lake City, Utah  ",USA ,1971,M
859,Endurance Shop Chartes  ,FRA ,1977,M
860,Salamandrecos  ,POR ,1975,M
861,Runmotion Coach  ,FRA ,1990,M
862,Cran Gevrier  ,FRA ,1979,M
863,Grandchamp Des Fontaines  ,FRA ,1970,M
864,Tntb  ,FRA ,1976,M
865,Tntb  ,BEL ,1984,M
866,Ultra Ohana  ,GBR ,1985,M
867,San Jose  ,USA ,1964,M
868,Droit du Catogne  ,SUI ,1981,M
869,Puteaux  ,FRA ,1975,M
870,UFO  ,FRA ,1973,M
871,Bournemouth  ,GBR ,1971,M
872,les Trailers de la Val...  ,FRA ,1972,M
873,Team Trail Single Track  ,BEL ,1976,M
874,Józefosław  ,POL ,1976,M
875,Gatineau  ,CAN ,1975,M
876,York  ,USA ,1982,M
877,Waterloo  ,AUS ,1989,M
878,Vilnius  ,LTU ,1991,M
879,Soca-Run  ,ESP ,1975,M
880,Fleury D'Aude  ,FRA ,1970,M
881,New Balance  ,SLO ,1969,F
882,Denver  ,USA ,1974,M
883,Bgsa  ,FRA ,1983,M
884,R.S.E.A Penalara  ,ESP ,1967,M
885,Mascouche  ,CAN ,1978,M
886,Asptt Annecy  ,FRA ,1963,M
887,Cafz  ,POR ,1964,M
888,Club Militar de Esquí ...  ,KOS ,1986,F
889,Caudan  ,FRA ,1980,M
890,Miśki  ,POL ,1978,M
891,G.D. Skyrunners  ,ESP ,1971,M
892,Sierra Bermeja Trail /...  ,ESP ,1981,M
893,LOS Trotones Comilones  ,ESP ,1975,M
894,Courir EN Pays de Grasse  ,FRA ,1968,M
895,Mistica de Montana  ,ARG ,1974,M
896,Vence  ,FRA ,1962,M
897,LA Gabelle  ,FRA ,1985,M
898,ASD Pietro Micca Biell...  ,ITA ,1976,M
899,AC Portalegre/Utsm  ,ESP ,1973,M
900,Arnside  ,GBR ,1969,M
901,Salomon SA  ,RSA ,1973,M
902,Marmottteam Ticino  ,SUI ,1978,M
903,Marmottteam  ,SUI ,1975,M
904,Salomon / Suunto CZ  ,CZE ,1978,M
905,Jacou  ,FRA ,1975,M
906,Chapteuil Sport Nature  ,FRA ,1980,M
907,Chapteuil Sport Nature  ,FRA ,1977,M
908,Biloxi  ,USA ,1974,M
909,Sevilla  ,ESP ,1983,M
910,Fkrunners  ,ITA ,1976,M
911,Ville La Grand  ,FRA ,1974,M
912,Brescia  ,ITA ,1970,M
913,Meudon  ,FRA ,1972,M
914,Handball Guemene sur S...  ,FRA ,1968,M
915,Castelnau Le Lez  ,FRA ,1992,M
916,all Jura Trail  ,FRA ,1976,M
917,Louverne  ,FRA ,1968,M
918,Team Endurante Silvain  ,FRA ,1975,M
919,Trecus la Palma  ,ESP ,1982,M
920,Trail Shop  ,ESP ,1979,M
921,C.D.E. Todovertical  ,ESP ,1976,M
922,AS Roto Sport  ,FRA ,1980,M
923,Eysines  ,FRA ,1967,M
924,Martonerun  ,ROU ,1975,M
925,Montlucon Team Trail  ,FRA ,1974,M
926,C.E Alliberadrenalina  ,ESP ,1982,M
927,Les Carroz  ,FRA ,1989,M
928,GAP_Ultra  ,BRA ,1979,M
929,Palaiseau  ,FRA ,1976,M
930,Amics DEL Clot  ,ESP ,1971,M
931,"Nashville, Tn  ",USA ,1974,M
932,Birmensdorf  ,SUI ,1982,M
933,Rincon Fertilidad Velez  ,ESP ,1970,M
934,Cmbm  ,FRA ,1965,M
935,Vieille Toulouse  ,FRA ,1962,M
936,Biar  ,ESP ,1973,M
936,Auchenflower  ,AUS ,1977,M
938,Oddil2015 Ivancice  ,CZE ,1967,M
939,Samphi AIX les Bains  ,FRA ,1965,M
940,STS Biegaton  ,POL ,1972,M
941,Écuillé  ,FRA ,1977,M
942,Speleoklub Warszawski  ,POL ,1980,M
943,Braine-Le-Comte  ,BEL ,1966,M
944,Centre Excursionista L...  ,ESP ,1970,M
944,Runruneando  ,ESP ,1978,M
946,Chamonix  ,SWE ,1977,F
947,Chamonix SKI Alpinisme  ,FRA ,1983,M
948,Horsham  ,NZL ,1977,F
949,Trail Maniacs  ,SUI ,1988,M
950,Rivaz  ,SUI ,1979,M
951,Charleston  ,USA ,1988,M
952,London  ,GBR ,1974,M
953,Tokyo  ,JPN ,1974,F
954,GD Castelense  ,POR ,1983,M
955,Nice  ,FRA ,1975,M
956,Hiruherri  ,ESP ,1971,M
957,Cobán  ,GUA ,1988,M
958,Atletica Manara  ,ITA ,1991,M
959,Salt Lake City  ,USA ,1967,M
960,North Sydney  ,BEL ,1986,M
961,Léognan  ,FRA ,1980,M
962,La Roche-Sur-Foron  ,FRA ,1989,M
963,Lingfield Running Club  ,GBR ,1971,M
964,Saint Nicolas De Mach...  ,FRA ,1985,M
965,AS Caluire et Cuire  ,FRA ,1978,M
965,Wild Trail Forcalquier  ,FRA ,1984,M
967,Giffnock North  ,GBR ,1976,M
968,Life Runners  ,BRA ,1976,M
969,Collingwood AC  ,GBR ,1966,M
970,Tntb  ,BEL ,1982,M
971,THD  ,FRA ,1992,M
971,DSA Pontarlier / Eyjas...  ,FRA ,2000,M
973,Rueil Malmaison  ,FRA ,1975,M
974,South Molton Strugglers  ,GBR ,1974,M
975,Mudcrew Running  ,GBR ,1971,M
976,Saone Mont D'Or Nature  ,CAN ,1966,M
977,26 Allan  ,FRA ,1963,M
977,Toulouse  ,FRA ,1977,M
979,Trail & Pandelygtesjov  ,DEN ,1982,M
980,ASC BNP Paribas Paris  ,FRA ,1980,M
981,La Montagne  ,FRA ,1977,M
982,La Montagne - Saint D...  ,FRA ,1978,M
982,West Waterford AC  ,IRL ,1981,M
984,0+ Trail  ,ARG ,1980,M
985,Frangin Forever  ,FRA ,1984,M
986,Durango  ,USA ,1983,F
987,Sport & Fun  ,ESP ,1981,M
987,Gula Seis  ,ESP ,1981,M
989,Toulouse  ,FRA ,1982,M
990,St Pierre  ,FRA ,1964,M
991,Alpicat  ,ESP ,1968,M
992,Guijuelo  ,ESP ,1978,M
993,Studio WEB Army  ,POL ,1993,M
994,Irura  ,ESP ,1980,M
995,NOT Kilian  ,GBR ,1975,M
996,C.A. les Tortugues  ,ESP ,1975,M
997,Sugar City  ,USA ,1965,M
998,Team Olympique Super Bock  ,FRA ,1975,M
998,Team Olympique Super Bock  ,POR ,1982,M
1000,Bordeaux  ,FRA ,1989,M
1000,COB  ,FRA ,1979,M
1002,RTM  ,FRA ,1982,M
1003,Chamonix  ,FRA ,1991,M
1004,Saint-Series Pour Tous...  ,FRA ,1970,M
1005,St-Raymond  ,CAN ,1980,M
1006,Pupas VLB  ,ESP ,1975,M
1007,Limena Run  ,ITA ,1967,M
1008,Vancouver  ,CAN ,1972,M
1009,Boulder  ,USA ,1992,M
1010,Infosport Loiret  ,FRA ,1981,M
1011,79410 - Cherveux  ,FRA ,1977,M
1012,Rsea Penalara  ,ESP ,1964,M
1013,Grandvaux  ,SUI ,1982,M
1014,"Park City, Ut  ",USA ,1971,M
1015,"Park City, Ut  ",USA ,1984,F
1016,Seikkailujuoksijat RY  ,FIN ,1979,M
1017,Metabief  ,FRA ,1985,M
1018,GET FIT  ,ARG ,1972,M
1019,Varennes Sur Seine  ,FRA ,1975,M
1020,Runnershai  ,DEN ,1981,M
1021,TBT  ,ESP ,1973,M
1022,Trail Bonus Track  ,ESP ,1972,M
1023,Worcester  ,GBR ,1977,M
1024,Plaisir  ,FRA ,1972,M
1025,Frankfurt  ,AUT ,1991,M
1026,Samoens Trail Team  ,FRA ,1974,M
1027,Eyrarskokk  ,ISL ,1966,M
1028,Montussan  ,FRA ,1978,M
1029,Ripollet  ,ESP ,1991,M
1030,Ermesinde  ,POR ,1977,M
1031,Hatfield  ,POL ,1979,M
1032,LA Gabelle  ,FRA ,1987,M
1033,Orange  ,GBR ,1980,M
1034,Dunkerque  ,FRA ,1978,M
1035,MUC Raid Orientation  ,FRA ,1977,M
1036,Podistica Sansalvo  ,ITA ,1977,F
1037,Tokyo  ,JPN ,1985,M
1038,Runners Mauronnais  ,FRA ,1970,M
1039,Barcelona  ,ESP ,1968,M
1040,Gex  ,USA ,1975,M
1041,www.Bachmann.Run  ,SUI ,1970,M
1042,G.P.A. SAN Marino  ,SMR ,1977,M
1043,Asba  ,FRA ,1971,M
1044,Greenwich  ,USA ,1972,F
1045,Sockertoppen  ,SWE ,1974,M
1046,Prematureacceleration  ,GBR ,1986,M
1047,Keswick  ,GBR ,1987,M
1048,Montargis  ,FRA ,1981,M
1049,100 Marathon Club  ,GBR ,1989,M
1050,CE Madteam  ,ESP ,1989,M
1051,les Chevaliers du Vent  ,FRA ,1963,M
1052,CD Omeyas Trail  ,ESP ,1978,M
1053,Centre Muntanyenc Sant...  ,ESP ,1977,M
1054,VO2 Bessines  ,FRA ,1974,M
1055,Chatou  ,FRA ,1975,M
1056,SO Houilles  ,FRA ,1972,M
1057,Dzierzoniow  ,POL ,1976,M
1058,Gaaren#Beahero  ,ITA ,1978,M
1059,Oi Shinagawa-Ku Tokyo  ,JPN ,1988,M
1060,Team Envol  ,FRA ,1977,M
1061,World Sport Energy  ,SUI ,1975,M
1062,LE Teil Court  ,FRA ,1974,M
1063,AFA Feyzin  ,FRA ,1982,M
1064,Saint Jean de Monts Ve...  ,FRA ,1972,M
1064,Saint Jean de Monts Ve...  ,FRA ,1975,M
1066,Vilarunners  ,ESP ,1974,M
1067,Besaide  ,ESP ,1971,M
1067,Deustuko Menditarrak T...  ,ESP ,1970,M
1069,Paris  ,FRA ,1966,M
1070,Dendro Comunidad Trail  ,ESP ,1974,M
1071,Terrassa  ,ESP ,1975,M
1072,les Barjos  ,FRA ,1974,M
1073,Team Mont Jura  ,FRA ,1980,M
1074,Cantal Team Traction  ,FRA ,1974,M
1075,Staten Island Athletic...  ,USA ,1981,M
1076,Marietta  ,USA ,1981,M
1077,Mons 38  ,ARG ,1976,M
1078,Carindale  ,NZL ,1972,M
1079,Valdese  ,USA ,1969,M
1080,TWO Peaks Endurance  ,GER ,1987,M
1081,CSF Mystere  ,FRA ,1983,M
1082,Ankyra SK  ,TUR ,1965,M
1083,Singapore  ,AUS ,1976,M
1084,Lons  ,FRA ,1984,M
1085,Blueseventy Racing  ,SWE ,1970,M
1085,London  ,GBR ,1970,M
1087,Itxinape M.T.  ,ESP ,1973,M
1088,Centre Excursionista C...  ,ESP ,1981,M
1089,les Pieds Niques  ,FRA ,1976,M
1090,Tring  ,GBR ,1982,M
1091,Salomon Kenya  ,KEN ,1978,M
1092,#Kfd  ,POL ,1983,M
1093,Athle 78 Maisons-Laffitte  ,FRA ,1989,F
1094,La Penne  ,FRA ,1962,M
1095,London  ,GBR ,1988,M
1096,Moissey  ,FRA ,1973,M
1097,Running Conseil Brest ...  ,FRA ,1977,M
1098,Velay Athletisme  ,FRA ,1975,M
1099,Dunfermline  ,GBR ,1980,M
1100,Tucson  ,USA ,1988,M
1101,Spuclasterka  ,FRA ,1973,M
1102,Foucherans  ,FRA ,1965,M
1103,Run & Fun Belluno  ,ITA ,1991,M
1104,Montearagon  ,ESP ,1973,M
1105,Highworth RC  ,GER ,1976,M
1105,Lordshill Road Runners  ,GBR ,1980,M
1107,Skola Bezkovania Oravec  ,SVK ,1967,M
1108,Must/Sco Marseille  ,GER ,1988,F
1109,Landsdale  ,AUS ,1987,M
1110,Baztandarrak  ,FRA ,1980,M
1110,Baztandarrak  ,FRA ,1984,M
1112,Baztandarrak  ,FRA ,1976,M
1113,Maisons-Alfort  ,FRA ,1977,M
1114,Chatou  ,FRA ,1980,M
1115,AAA du Lyonnais  ,FRA ,1963,M
1116,Tylla XC  ,SWE ,1970,M
1117,香美市土佐山田町佐古薮  ,JPN ,1979,M
1118,Zermatt  ,SUI ,1969,M
1119,Sparta Beuel  ,GER ,1966,M
1120,Atletica Quinto Mastella  ,ITA ,1972,M
1121,Lanark  ,GBR ,1975,F
1122,Yukinomichi Trail  ,JPN ,1976,M
1123,Lons Athle 39  ,FRA ,1971,M
1124,Triathlon Macon Club  ,FRA ,1979,M
1125,Stocksund  ,NOR ,1972,M
1126,Huaikwang  ,THA ,1986,M
1127,Verdun  ,CAN ,1974,M
1128,Prorunner  ,EST ,1970,M
1129,Utmb  ,FRA ,1955,M
1130,Run Raisers  ,SWE ,1974,M
1131,Pontfaverger  ,FRA ,1972,M
1132,San Cristóbal De La L...  ,ESP ,1980,M
1132,Darder&Lupgens AW  ,ESP ,1972,M
1134,Estella  ,ESP ,1976,M
1135,Lyon  ,FRA ,1981,M
1136,Glasgow  ,GBR ,1975,M
1137,Filipino Trail Runners...  ,PHI ,1986,M
1138,Toulouse  ,FRA ,1974,M
1139,Villa D'Adda (Bg)  ,ITA ,1977,M
1140,Athens  ,GRE ,1978,M
1141,Mmac  ,FRA ,1974,M
1142,UEC Tortosa  ,ESP ,1977,M
1143,Wolfepack  ,USA ,1979,M
1144,Cerny  ,FRA ,1977,M
1145,Sport Nature Bourgeuil...  ,FRA ,1977,M
1146,OC GIF sur Yvette  ,FRA ,1969,M
1147,Onex  ,SUI ,1983,M
1148,Ultrauppsala  ,SWE ,1977,F
1149,LE Rheu’Ning  ,FRA ,1979,M
1150,Roodepoort  ,RSA ,1963,M
1151,Raidlight  ,FRA ,1985,M
1152,Leeds  ,GBR ,1984,M
1153,Raidlight Quebec  ,CAN ,1980,M
1154,Santander  ,ESP ,1983,M
1155,Baco  ,FRA ,1989,M
1156,Minamiawaji  ,JPN ,1976,M
1157,Acquirunners  ,ITA ,1982,M
1158,Ranelagh Hariers  ,GBR ,1966,M
1159,Team Running Conseil V...  ,FRA ,1988,M
1160,GAP Saronno  ,ITA ,1984,M
1161,Madrid  ,ESP ,1971,M
1162,Asfi Villejuif Athletisme  ,FRA ,1987,M
1163,Carpentras  ,FRA ,1970,M
1164,Run IN Meyrie  ,FRA ,1978,M
1165,Des Moines  ,USA ,1989,M
1166,Southville Running Club  ,GBR ,1992,M
1167,Lenzie  ,POL ,1982,M
1168,Bystrzyca Klodzka  ,POL ,1987,M
1169,Frederiksberg  ,DEN ,1973,M
1170,Saone Mont D'Or Nature  ,FRA ,1972,M
1171,C.E. Pobla - Obrir-Se ...  ,ESP ,1975,M
1172,Caroux X Trail  ,FRA ,1975,M
1173,Tramelan  ,SUI ,1981,M
1174,Santa Coloma De Gramanet  ,ESP ,1982,M
1175,Sotto Il Monte Giovan...  ,ITA ,1972,M
1176,New Maryland  ,CAN ,1979,M
1177,Hamilton  ,GBR ,1980,M
1177,Sunnyvale  ,USA ,1962,M
1179,TSV Schwarme  ,GER ,1975,M
1180,La Montagne  ,FRA ,1979,M
1181,Okinawa  ,JPN ,1975,M
1182,Vaire  ,FRA ,1968,M
1183,RSt ATH  ,BEL ,1992,M
1184,Bellevue  ,SUI ,1987,M
1185,Entroncamento  ,POR ,1960,M
1186,Debsirin Running Gang  ,THA ,1984,M
1187,Vernaison  ,FRA ,1978,M
1188,Saint Germain Du Puch  ,FRA ,1976,M
1189,"Vail, CO  ",USA ,1995,M
1190,Kyiv  ,UKR ,1983,M
1191,Pietro Micca Biella Ru...  ,ITA ,1976,M
1192,Sparkasse Triateam Wal...  ,AUT ,1976,M
1193,Chaponnay  ,GBR ,1988,M
1194,Innerfight Endurance Team  ,GER ,1976,M
1195,Sai Kung  ,BEL ,1970,M
1196,ASD Pasturo  ,ITA ,1963,M
1197,CCM Trail  ,POR ,1968,M
1198,Decathlon Germany  ,GER ,1975,M
1199,Estarreja  ,POR ,1970,M
1200,BEL'Donne Running  ,FRA ,1963,M
1201,Bridgend  ,GBR ,1962,M
1202,Marseille  ,FRA ,1964,M
1203,Denver  ,USA ,1991,M
1204,Vikings Trail Runners ...  ,POR ,1992,M
1205,Aseat TDC  ,FRA ,1979,M
1206,Crapast  ,FRA ,1974,M
1207,Salt Lake City  ,USA ,1970,M
1208,les Trailers du Saulnois  ,FRA ,1971,M
1209,Langreo Trail Team  ,ESP ,1974,M
1210,La Falda  ,ARG ,1966,M
1211,Saint-Priest  ,FRA ,1977,M
1212,Gatineau  ,CAN ,1975,M
1213,Smac Montigny  ,FRA ,1975,M
1214,Nakhon SI Trail Running  ,THA ,1981,M
1215,Marietta  ,USA ,1972,M
1216,Team Minikin  ,GER ,1982,M
1217,Orange Pressee  ,FRA ,1985,M
1218,Orange Pressee  ,FRA ,1983,M
1219,Suresnes  ,FRA ,1968,M
1220,Shrewsbury  ,GBR ,1976,M
1221,Kanagawa  ,JPN ,1971,M
1222,Avinyonet De Puigventós  ,ESP ,1977,M
1223,Megeve  ,GBR ,1975,F
1224,Ilkley Harriers AC  ,GBR ,1973,F
1224,Ilkley Harriers  ,GBR ,1961,M
1226,Edinburgh  ,POL ,1979,M
1227,Trikala Runners Club  ,GRE ,1977,M
1228,Saint Offenge  ,FRA ,1988,F
1229,Chagford  ,GBR ,1975,M
1230,DSR HEP UI  ,CRO ,1983,M
1230,Bando Haruka URC  ,JPN ,1968,M
1232,LA Foulee Colignoise  ,FRA ,1982,M
1233,Action & Trend Extreme...  ,SWE ,1978,M
1234,Lyon  ,FRA ,1975,M
1235,Rumelange  ,LUX ,1987,M
1236,Quarry Bay  ,HKG ,1966,M
1237,Venice Avengers  ,THA ,1981,M
1238,Black Dogs  ,GBR ,1971,M
1239,Ivancna Gorica  ,SLO ,1962,M
1240,Runskills  ,GER ,1986,F
1240,Terzo Tempo Trail  ,ITA ,1973,M
1242,Saint Gobain Squad  ,POL ,1976,M
